Gen:        Fevals:          Best:   Improvement:     Mutations:
    748            748       -97.5153       0.500513              1
    751            751       -108.392        10.8768              1
    752            752       -110.155        1.76255              1
    789            789       -110.621       0.465975              1
    806            806       -111.071       0.449974              2
    807            807       -112.135        1.06481              1
    810            810       -115.424        3.28863              1
    931            931       -116.219       0.794737              1
    998            998       -116.313      0.0939271              1
   1014           1014       -116.472       0.159828              1
   1019           1019        -126.98        10.5074              2
   1021           1021       -127.476       0.495749              1
   1023           1023       -131.383        3.90762              2
   1078           1078       -136.182        4.79892              1
   1098           1098       -136.373       0.190684              1
   1119           1119        -136.58       0.206846              1
   1126           1126       -137.094       0.513918              1
   1142           1142       -139.347        2.25378              1
   1150           1150       -141.754        2.40675              1
   1292           1292       -141.792      0.0382077              1
   1297           1297       -143.133        1.34024              2
   1333           1333       -143.135     0.00189351              1
   1345           1345        -143.19      0.0555034              1
   1356           1356       -143.852       0.661752              1
   1363           1363       -147.417        3.56494              1
   1401           1401       -147.422     0.00506065              1
   1412           1412       -147.504      0.0821554              1
   1421           1421        -147.51     0.00657264              1
   1430           1430       -147.788       0.277405              1
   1452           1452       -147.864       0.076549              1
   1462           1462       -148.021       0.156828              1
   1484           1484       -148.538        0.51721              1
   1492           1492       -149.055       0.516148              1
   1500           1500       -150.461        1.40602              1
   1542           1542       -150.569       0.108444              1
   1549           1549       -150.716       0.147009              1
   1618           1618       -151.109       0.392935              1
   1668           1668       -151.181      0.0719398              1
   1677           1677       -151.196      0.0146231              1
   1710           1710       -151.252      0.0560338              1
   1713           1713       -151.424       0.172081              1
   1813           1813       -151.429     0.00507394              1
   1819           1819       -151.496       0.067173              1
   1856           1856       -152.056        0.55962              2
   1972           1972       -154.113        2.05722              1
   1984           1984       -154.134      0.0209167              1
   2015           2015        -154.33       0.196713              1
   2043           2043       -157.878        3.54789              1
   2060           2060        -158.31       0.431917              1
   2067           2067       -160.379        2.06891              1

   Gen:        Fevals:          Best:   Improvement:     Mutations:
   2085           2085       -160.427      0.0481776              1
   2100           2100       -160.929       0.501209              1
   2103           2103       -161.083       0.154552              1
   2223           2223       -162.077       0.994301              1
   2244           2244       -162.231       0.153497              1
   2302           2302       -162.349       0.118447              1
   2481           2481       -162.815       0.465292              1
   2484           2484       -163.344       0.529676              1
   2536           2536       -163.955       0.610958              1
   2537           2537       -163.955    0.000160459              1
   2588           2588       -164.181       0.226058              1
   2601           2601       -164.396       0.214352              1
   2613           2613       -164.406       0.010301              1
   2738           2738        -164.52       0.114219              1
   2765           2765       -164.717       0.197054              1
   2768           2768       -164.805      0.0875172              1
   2789           2789       -164.856      0.0513151              1
   2813           2813        -165.05       0.193914              1
   2873           2873       -166.207        1.15682              1
   2894           2894       -166.575       0.367607              1
   2930           2930       -166.754       0.179217              1
   3011           3011       -166.798      0.0442548              1
   3056           3056       -167.711         0.9131              1
   3065           3065       -171.616        3.90511              2
   3158           3158       -171.617    0.000424088              1
   3305           3305       -171.657      0.0403846              1
   3311           3311       -171.772        0.11497              1
   3351           3351       -172.186       0.414376              1
   3357           3357       -172.297       0.110944              1
   3405           3405        -172.61       0.313053              1
   3411           3411       -172.613     0.00224486              1
   3504           3504       -172.781       0.168493              1
   3617           3617       -172.801      0.0196577              1
   3666           3666       -172.906       0.105501              1
   3745           3745        -173.13       0.223628              1
   3856           3856       -174.443        1.31263              1
   3959           3959       -174.558       0.115246              1
   3989           3989       -174.612      0.0544891              1
   3995           3995       -174.679      0.0669233              1
   4007           4007       -174.716      0.0371078              1
   4114           4114       -174.722     0.00530189              1
   4117           4117        -174.91        0.18836              3
   4126           4126       -174.979      0.0691432              1
   4229           4229       -175.273       0.293918              1
   4329           4329       -175.392        0.11859              1
   4332           4332       -175.475      0.0834654              1
   4418           4418       -175.516       0.040876              1
   4490           4490       -175.651       0.134964              1
   4570           4570        -175.77       0.119536              1
   4725           4725       -175.883       0.112629              1

   Gen:        Fevals:          Best:   Improvement:     Mutations:
   4749           4749        -175.91      0.0271342              1
   4974           4974       -175.961      0.0503227              1
   5086           5086        -176.06       0.099747              1
   5128           5128       -176.084      0.0233667              1
   5141           5141       -176.401       0.317359              1
   5530           5530        -176.42      0.0190437              1
   5678           5678        -176.42    0.000384342              1
   5728           5728       -176.471      0.0504463              1
   5794           5794       -176.546      0.0754496              1
   5917           5917       -176.737        0.19063              1
   5941           5941        -176.87       0.133112              1
   5946           5946       -177.066       0.196104              1
   6151           6151       -177.152      0.0858553              2
   6542           6542       -177.328       0.176305              1
   6619           6619       -177.352      0.0235591              1
   6752           6752       -177.493       0.141467              1
   6795           6795       -177.629       0.135355              1
   6953           6953       -177.636     0.00749039              1
   7383           7383       -177.714      0.0781425              1
   7572           7572       -177.736      0.0216641              1
   7732           7732       -177.743      0.0069852              1
   7747           7747       -177.744     0.00112617              1
   7798           7798       -177.763      0.0192699              1
   7820           7820         -177.8      0.0369497              1
   8313           8313        -177.82      0.0200229              2
   8343           8343       -177.843        0.02221              1
   8444           8444       -177.843    0.000566893              1
   8523           8523       -177.899      0.0557408              1
   8765           8765        -177.92       0.020965              1
   9017           9017       -177.934      0.0139425              1
   9195           9195       -177.972       0.038559              1
   9234           9234       -177.973    0.000167123              1
   9294           9294       -178.021      0.0481415              1
   9359           9359       -178.052      0.0310359              1
   9559           9559       -178.122      0.0701844              1
   9955           9955       -178.211      0.0894738              1
   9985           9985       -178.285      0.0734299              1
  10080          10080       -178.294     0.00893009              1
  10271          10271       -178.351      0.0572602              1
  10329          10329       -178.352     0.00102224              1
  10373          10373       -178.355     0.00277539              1
  10526          10526       -178.364     0.00874699              1
  11065          11065       -178.367     0.00338214              1
  11118          11118       -178.381      0.0139707              1
  11288          11288       -178.383     0.00252371              1
  11493          11493       -178.384    0.000281929              1
  12116          12116       -178.393     0.00880674              1
  12547          12547       -178.393    0.000647195              1
  12647          12647       -178.394    0.000682743              1
  12733          12733       -178.493      0.0989472              1

   Gen:        Fevals:          Best:   Improvement:     Mutations:
  12779          12779       -178.496     0.00345995              1
  13230          13230       -178.503     0.00685213              1
  13381          13381       -178.521      0.0175417              1
  13390          13390       -178.534      0.0132752              1
  13735          13735       -178.542     0.00794992              1
  13863          13863       -178.542    0.000564743              1
  14328          14328       -178.544     0.00196774              1
  14361          14361       -178.549     0.00499804              1
  14421          14421       -178.556     0.00678888              1
  14723          14723       -178.556    9.84799e-05              1
  14728          14728       -178.557    0.000755007              1
  14946          14946       -178.574      0.0167073              1
  15163          15163       -178.576     0.00270282              1
  15439          15439       -178.582     0.00539741              1
  15593          15593       -178.582    1.31382e-05              1
  16048          16048       -178.712        0.13009              1
  16104          16104       -178.713    0.000635081              1
  16107          16107       -178.713    8.45329e-05              1
  16647          16647       -178.714     0.00137648              1
  16689          16689       -178.716     0.00182921              1
  16943          16943       -178.738      0.0221477              1
  17510          17510        -178.74      0.0015905              1
  17537          17537       -178.762      0.0225327              1
  19315          19315        -178.78      0.0178849              1
  19388          19388       -178.788     0.00746953              1
  19576          19576       -178.792     0.00459416              1
  19722          19722       -178.799      0.0073929              2
  20123          20123       -178.801     0.00181167              1
  20387          20387       -178.802    0.000325535              1
  20769          20769       -178.811     0.00950415              1
  21090          21090       -178.825      0.0138719              1
  21556          21556       -178.831     0.00616226              1
  21670          21670       -178.842      0.0112981              1
  21779          21779       -178.857      0.0141193              1
  21904          21904       -178.862     0.00500696              1
  22270          22270       -178.876      0.0146274              1
  22421          22421       -178.877      0.0012255              1
  23754          23754       -178.881     0.00322861              1
  23916          23916       -178.882     0.00109224              1
  24390          24390       -178.889      0.0073213              1
  24820          24820       -178.901      0.0115365              1
  25048          25048       -178.902     0.00105372              1
  25125          25125        -178.92      0.0186524              1
  25830          25830       -178.922     0.00212651              1
  26037          26037       -178.923    0.000565806              1
  27469          27469       -178.923    6.45351e-05              1
  27792          27792       -178.923    0.000106844              1
  28154          28154       -178.925     0.00189364              1
  28396          28396       -178.929     0.00368475              1
  29577          29577       -178.929    0.000379237              1

   Gen:        Fevals:          Best:   Improvement:     Mutations:
  30593          30593       -178.931     0.00214953              1
  32129          32129       -178.939     0.00755823              1
  32200          32200       -178.939    0.000125623              1
  32952          32952       -178.939      0.0001043              1
  33280          33280        -178.94    0.000639623              1
  34859          34859       -178.941     0.00147706              1
  35110          35110       -178.942    0.000780795              1
  35274          35274       -178.944     0.00219801              1
  35998          35998       -178.944    0.000259947              1
  37735          37735       -178.946     0.00118831              1
  38599          38599       -178.957      0.0115439              1
  39496          39496       -178.957    0.000205432              1
  39793          39793       -178.957    6.53507e-05              1
  39896          39896       -178.957     5.5002e-06              1
  40114          40114       -178.957    4.85175e-06              1
  41721          41721       -178.967     0.00960611              1
  42274          42274       -178.978      0.0105509              1
  42330          42330       -178.981      0.0028833              1
  44731          44731       -178.991      0.0100333              1
  45305          45305       -178.992     0.00105068              1
  46310          46310       -179.014      0.0225402              1
  47627          47627       -179.014    0.000282696              1
  48398          48398       -179.015    0.000155986              1
  49223          49223       -179.015    3.61478e-06              1
  50210          50210       -179.015    8.41754e-07              1
  50640          50640       -179.016     0.00161279              1
  51145          51145       -179.021     0.00494311              1
  51989          51989       -179.029     0.00763703              1
  53176          53176       -179.031     0.00220136              1
  54447          54447       -179.051      0.0198454              1
  54809          54809       -179.052     0.00122609              1
  54880          54880       -179.054     0.00176614              1
  56229          56229       -179.056     0.00180724              1
  60967          60967       -179.056    0.000249017              1
  61990          61990       -179.063     0.00709064              1
  62803          62803         -179.1       0.037067              1
  65551          65551       -179.101    0.000560883              1
  65663          65663       -179.108     0.00721138              1
  67922          67922       -179.111     0.00346869              1
  69401          69401       -179.113     0.00144737              1
  69997          69997       -179.115     0.00234867              1
  70194          70194       -179.134      0.0187592              1
  70731          70731       -179.172      0.0379537              1
  71568          71568       -179.255      0.0830404              1
  71980          71980       -179.255    1.79212e-05              1
  72428          72428       -179.261     0.00600369              1
  74089          74089       -179.272      0.0113987              1
  74763          74763       -179.278     0.00533148              1
  76677          76677       -179.282     0.00416457              1
  79456          79456       -179.288     0.00663032              1

   Gen:        Fevals:          Best:   Improvement:     Mutations:
  82456          82456       -179.301      0.0127127              1
  82699          82699       -179.301    0.000250243              1
  83213          83213       -179.306     0.00485122              1
  85353          85353       -179.314     0.00735126              1
  85924          85924       -179.316     0.00227212              1
  87277          87277       -179.337      0.0210282              1
  88812          88812       -179.346     0.00916195              1
  90003          90003       -179.347      0.0013197              1
  92009          92009       -179.353     0.00605491              1
  93696          93696       -179.358     0.00464588              1
  95021          95021       -179.358    4.01388e-06              1
  96771          96771       -179.358     0.00046046              1
  97596          97596       -179.363     0.00422408              1
  98773          98773        -179.37     0.00702319              1
 101228         101228       -179.378     0.00839162              1
 105260         105260       -179.382     0.00394245              1
 107129         107129       -179.385     0.00269365              1
 114901         114901        -179.41      0.0255115              1
 120094         120094       -179.412     0.00140887              1
 120667         120667       -179.432       0.020278              1
 120671         120671        -179.44     0.00839664              1
 122697         122697       -179.441    0.000334133              1
 123232         123232        -179.46      0.0192024              1
 123331         123331       -179.497      0.0367482              1
 126461         126461       -179.508      0.0118029              1
 129235         129235        -179.53      0.0213161              1
 130213         130213        -179.53    0.000212552              1
 132348         132348       -179.531     0.00100749              1
 132488         132488       -179.541      0.0101695              1
 137980         137980       -179.541    0.000255165              1
 140729         140729       -179.553      0.0114977              1
 147404         147404        -179.57      0.0166966              1
 149622         149622       -179.611       0.041609              1
 154831         154831       -179.646        0.03458              1
 155991         155991       -179.648     0.00213774              1
 165543         165543        -179.65     0.00166322              1
 166558         166558       -179.651     0.00152622              1
 167023         167023       -179.686      0.0350688              1
 172011         172011        -179.69     0.00361798              1
 172437         172437       -179.698     0.00801668              1
 176101         176101       -179.717      0.0189107              1
 177203         177203        -179.72     0.00285219              1
 179169         179169       -179.721     0.00186724              1
 179740         179740       -179.727     0.00519578              1
 179843         179843       -179.727    0.000739781              1
 189797         189797       -179.728    0.000436635              1
 190602         190602       -179.731     0.00314058              1
 193717         193717       -179.738     0.00674912              1
 198331         198331       -179.738    0.000362887              1
 200950         200950       -179.744      0.0063114              1

   Gen:        Fevals:          Best:   Improvement:     Mutations:
 208989         208989       -179.787      0.0424697              1
 213790         213790       -179.791     0.00413845              1
 214511         214511       -179.791     1.2552e-05              1
 215355         215355       -179.804      0.0126776              1
 225481         225481       -179.805     0.00142998              1
 227195         227195       -179.827      0.0217297              1
 231289         231289       -179.827    0.000164427              1
 237603         237603        -179.83     0.00319551              1
 239361         239361       -179.832     0.00219142              1
 247604         247604        -179.84     0.00786846              1
 256869         256869       -179.843     0.00250176              1
 257512         257512       -179.856      0.0129229              1
 264975         264975       -179.861     0.00547936              1
 271123         271123       -179.863     0.00180033              1
 276353         276353       -179.865     0.00184354              1
 282844         282844       -179.865    0.000394447              1
 289451         289451       -179.865    0.000110768              1
 290765         290765       -179.874     0.00892152              1
 294303         294303       -179.875     0.00124589              1
 295117         295117       -179.877     0.00150843              1
 301935         301935        -179.88      0.0030788              1
 315306         315306        -179.88    0.000321247              1
 321836         321836       -179.881      0.0011007              1
 322027         322027       -179.883     0.00138385              1
 322124         322124       -179.883     0.00029183              1
 332753         332753       -179.884    0.000809578              1
 352220         352220       -179.884    0.000248773              1
 352376         352376       -179.884     2.0585e-05              1
 366555         366555       -179.884    0.000233252              1
 370576         370576        -179.92      0.0358839              1
 374125         374125       -179.921    0.000815477              1
 381487         381487       -179.921    0.000299435              1
 381525         381525       -179.926     0.00479724              1
 406342         406342        -179.93     0.00401363              1
 413390         413390       -179.931    0.000240535              1
 422717         422717       -179.932     0.00102325              1
 446561         446561       -179.944      0.0127286              1
 471513         471513       -179.944    5.12922e-06              1
 471630         471630       -179.945    0.000316312              1
 487945         487945       -179.949     0.00486092              1
