Gen:        Fevals:          Best:   Improvement:     Mutations:
   4312           4312        1133.07        4.44151              1
   4344           4344        1132.76       0.305271              1
   4349           4349        1131.89       0.876256              1
   4351           4351        1124.06        7.82417              2
   4354           4354        1120.04        4.01997              1
   4356           4356        1120.04     0.00469871              1
   4386           4386        1119.47       0.570813              1
   4417           4417        1111.91        7.55814              1
   4422           4422        1108.33         3.5837              2
   4465           4465        1102.63        5.69174              3
   4467           4467        1101.94       0.698872              2
   4494           4494        1095.65        6.28607              2
   4515           4515        1082.15        13.4962              1
   4518           4518        1077.37        4.78002              1
   4524           4524        1076.96       0.418032              1
   4540           4540        1076.56       0.398476              1
   4620           4620        1071.53        5.03118              1
   4639           4639        1070.27        1.25258              1
   4674           4674        1069.97       0.300032              1
   4675           4675        1062.91        7.05848              1
   4697           4697        1062.53       0.382939              2
   4701           4701        1057.43        5.09931              2
   4757           4757         1055.1        2.33534              1
   4787           4787         1054.7       0.398721              1
   4791           4791        1054.17       0.527592              1
   4810           4810        1048.08        6.09143              1
   4829           4829        1041.98        6.10078              3
   4843           4843        1028.16        13.8168              1
   4847           4847        1023.48        4.68197              2
   4852           4852        1023.24       0.239451              1
   4857           4857        1016.37        6.87225              2
   4865           4865        1015.78       0.590436              2
   4878           4878        1013.48        2.30172              1
   4886           4886        1011.71        1.76711              1
   4901           4901        1010.14         1.5725              1
   4921           4921        1009.53       0.609812              1
   4924           4924         1003.8        5.72693              1
   4944           4944        1003.66       0.143902              1
   4949           4949         1002.6        1.05926              1
   4952           4952        995.533        7.06258              1

   Gen:        Fevals:          Best:   Improvement:     Mutations:
   4961           4961        988.918        6.61589              1
   4973           4973        975.083        13.8348              1
   4982           4982        972.766        2.31698              1
   4988           4988         938.73        34.0362              5
   4997           4997        938.043       0.686411              1
   5000           5000        937.856       0.186856              1
   5002           5002        937.417       0.439091              1
   5006           5006        927.017        10.3999              1
   5035           5035        923.979        3.03878              1
   5036           5036        923.716       0.262091              2
   5046           5046        916.644        7.07224              1
   5059           5059        916.615      0.0295419              1
   5083           5083        909.184        7.43039              2
   5097           5097        906.862        2.32263              1
   5105           5105        906.723        0.13819              1
   5110           5110        902.235        4.48831              1
   5117           5117        901.433       0.802139              1
   5120           5120        896.077        5.35633              1
   5130           5130         896.02      0.0564307              1
   5141           5141        895.791       0.229161              1
   5150           5150        894.924       0.866887              1
   5204           5204        894.183        0.74068              1
   5214           5214        893.686       0.497564              1
   5246           5246        893.327       0.359044              2
   5264           5264        892.713       0.614174              3
   5351           5351        880.751        11.9621              2
   5370           5370        872.458         8.2931              2
   5397           5397        869.732        2.72577              1
   5404           5404        869.071       0.661194              1
   5414           5414        862.299        6.77157              1
   5450           5450        861.949       0.350182              1
   5460           5460        860.916        1.03248              1
   5487           5487        857.527         3.3896              1
   5517           5517        852.271        5.25525              2
   5518           5518          847.9         4.3714              1
   5530           5530        844.439        3.46124              2
   5536           5536        839.662        4.77653              1
   5539           5539        827.156        12.5059              1
   5544           5544        824.173        2.98337              2
   5550           5550        823.656       0.516797              1
   5566           5566        819.263         4.3929              1
   5567           5567        817.871         1.3919              1
   5601           5601         817.11        0.76158              2
   5609           5609        814.836        2.27402              1
   5610           5610        813.871       0.964866              1
   5616           5616        813.698       0.172636              3
   5636           5636        812.245        1.45349              1
   5654           5654        810.889        1.35608              1
   5655           5655        807.198        3.69085              1
   5668           5668        807.137      0.0611228              1

   Gen:        Fevals:          Best:   Improvement:     Mutations:
   5672           5672        798.588        8.54894              2
   5688           5688        796.834        1.75359              1
   5696           5696        796.284       0.549901              1
   5710           5710        796.098       0.186603              1
   5725           5725        787.483        8.61483              1
   5774           5774        781.864        5.61905              1
   5778           5778        742.428        39.4357              1
   5784           5784        737.611         4.8173              2
   5801           5801        724.938        12.6727              1
   5814           5814        724.909      0.0296908              1
   5843           5843        723.337        1.57187              1
   5847           5847        722.291        1.04517              1
   5882           5882        722.288     0.00350135              1
   5885           5885        721.087        1.20136              1
   5897           5897        720.932       0.154885              1
   5904           5904        718.951        1.98048              1
   5909           5909         704.53        14.4212              1
   5922           5922        698.696        5.83371              2
   5944           5944        698.561       0.135511              1
   6000           6000        697.036         1.5247              1
   6006           6006        696.752       0.284478              1
   6011           6011        690.089        6.66291              1
   6016           6016        682.101        7.98801              2
   6039           6039        680.213        1.88757              2
   6043           6043        678.506        1.70725              1
   6053           6053          674.1        4.40606              1
   6070           6070        673.953       0.146759              1
   6079           6079        665.059        8.89451              1
   6081           6081        665.045      0.0131652              1
   6098           6098        663.458        1.58756              1
   6124           6124        663.413      0.0445205              1
   6142           6142        662.245        1.16792              1
   6144           6144        660.827        1.41819              1
   6147           6147        659.633        1.19412              2
   6152           6152        658.375        1.25774              1
   6176           6176        656.471        1.90459              1
   6181           6181        656.389      0.0814708              1
   6193           6193        654.288        2.10116              1
   6206           6206        653.269        1.01944              1
   6221           6221        651.666        1.60237              1
   6255           6255        651.316        0.35067              1
   6272           6272        648.221        3.09481              1
   6288           6288        647.299       0.922339              1
   6307           6307        646.218        1.08023              1
   6313           6313        645.999        0.21946              1
   6318           6318        642.669        3.33025              1
   6356           6356        642.652      0.0165852              1
   6385           6385        642.632      0.0201385              1
   6404           6404        631.211        11.4206              1
   6419           6419        626.314        4.89712              1

   Gen:        Fevals:          Best:   Improvement:     Mutations:
   6422           6422        624.965         1.3492              1
   6429           6429        622.126        2.83895              1
   6462           6462        622.053      0.0735161              1
   6484           6484        621.908       0.144319              1
   6490           6490        621.345       0.562984              1
   6492           6492         621.28      0.0650201              1
   6500           6500        620.811       0.469431              1
   6508           6508         620.06       0.750451              2
   6519           6519        602.635        17.4252              1
   6521           6521        601.092        1.54359              1
   6523           6523        594.485        6.60697              1
   6561           6561        592.612        1.87298              1
   6588           6588         592.44       0.171588              1
   6593           6593        587.333        5.10656              1
   6596           6596        587.024       0.308998              1
   6611           6611        585.267        1.75718              2
   6637           6637        585.153       0.114272              1
   6638           6638         585.15     0.00255082              1
   6661           6661        584.298       0.852409              1
   6676           6676        584.295     0.00349236              1
   6684           6684        584.213      0.0814967              1
   6710           6710        582.611        1.60217              1
   6736           6736        581.538        1.07323              1
   6752           6752         567.25        14.2874              2
   6758           6758         565.65        1.60019              1
   6775           6775         565.51        0.14038              1
   6776           6776        565.367       0.142367              1
   6792           6792        562.914        2.45369              1
   6803           6803        554.885        8.02898              1
   6848           6848        551.822         3.0621              1
   6852           6852        551.076       0.746801              2
   6854           6854        550.667       0.408641              1
   6869           6869        548.539        2.12769              1
   6904           6904         548.07       0.469487              1
   6920           6920        539.532         8.5374              1
   6936           6936        534.407         5.1252              1
   6943           6943        498.992        35.4149              3
   7011           7011        498.743       0.249177              1
   7014           7014        498.731      0.0118523              1
   7022           7022        495.421         3.3108              1
   7052           7052        494.282        1.13863              1
   7057           7057         493.93       0.351898              1
   7066           7066        493.837      0.0930803              1
   7110           7110        493.715       0.121996              1
   7180           7180        493.582       0.133107              1
   7191           7191        491.911        1.67049              1
   7216           7216        491.567       0.344796              1
   7219           7219        469.048        22.5185              3
   7242           7242        467.215        1.83313              1
   7248           7248        461.359        5.85592              1

   Gen:        Fevals:          Best:   Improvement:     Mutations:
   7250           7250        460.852       0.507149              1
   7276           7276         459.23         1.6218              1
   7287           7287        457.238         1.9925              1
   7291           7291        457.085       0.152669              1
   7328           7328        457.034       0.050552              1
   7329           7329        456.499       0.535392              1
   7340           7340        455.093        1.40581              1
   7357           7357        450.682         4.4112              1
   7366           7366        449.623        1.05889              1
   7392           7392        448.857       0.765775              1
   7396           7396        447.131        1.72666              1
   7420           7420        441.048        6.08304              1
   7422           7422        440.519       0.528257              3
   7436           7436        440.413       0.106388              2
   7452           7452        440.284       0.128457              1
   7481           7481        440.233      0.0517234              1
   7497           7497        439.104        1.12868              1
   7509           7509        431.278        7.82648              1
   7518           7518         431.26      0.0177616              1
   7538           7538        428.696        2.56396              1
   7576           7576        409.231         19.465              3
   7615           7615        408.369       0.861981              2
   7618           7618        407.734        0.63476              1
   7620           7620         405.86        1.87392              1
   7622           7622        405.231       0.629632              1
   7642           7642        404.384        0.84668              1
   7646           7646        401.654         2.7296              1
   7664           7664        400.179        1.47508              1
   7668           7668        397.844        2.33564              2
   7672           7672        397.276       0.567199              1
   7692           7692        389.637        7.63915              1
   7723           7723        387.298        2.33885              1
   7732           7732        386.805       0.492967              1
   7750           7750        385.642        1.16364              2
   7752           7752         383.48        2.16204              1
   7819           7819        381.541        1.93863              1
   7860           7860        381.518      0.0227175              1
   7898           7898         380.48         1.0386              1
   7920           7920        379.371        1.10893              1
   7932           7932        378.094        1.27689              1
   7938           7938        376.011        2.08283              1
   7940           7940        375.987      0.0245481              1
   7948           7948        374.426        1.56078              1
   8000           8000        374.078          0.348              1
   8045           8045        374.076     0.00179943              1
   8072           8072        370.274        3.80167              1
   8082           8082        369.319       0.955562              1
   8100           8100        365.802        3.51659              1
   8129           8129        365.775      0.0277023              1
   8130           8130        363.006        2.76869              1

   Gen:        Fevals:          Best:   Improvement:     Mutations:
   8171           8171        362.914      0.0921691              1
   8179           8179         361.92       0.993814              1
   8183           8183        361.781       0.138388              2
   8189           8189        357.553        4.22846              1
   8209           8209        354.551        3.00218              1
   8260           8260        354.322       0.229121              1
   8301           8301        353.968       0.353262              1
   8329           8329         351.75        2.21817              1
   8390           8390        351.204       0.546703              1
   8398           8398        350.835       0.368307              1
   8403           8403        350.829     0.00656994              1
   8416           8416        348.274        2.55438              2
   8444           8444          345.3        2.97399              1
   8473           8473        344.115        1.18573              1
   8483           8483        343.652       0.462823              1
   8486           8486        343.254       0.398126              2
   8547           8547        342.718        0.53585              1
   8569           8569        342.664      0.0533269              1
   8571           8571        342.224        0.44079              2
   8614           8614        342.192      0.0321576              1
   8627           8627         333.25        8.94132              1
   8634           8634        333.007       0.243116              1
   8690           8690        330.737        2.27025              1
   8756           8756        330.728     0.00855766              1
   8776           8776         330.35       0.378448              1
   8786           8786        329.328         1.0219              1
   8801           8801        328.994       0.333439              1
   8881           8881        328.897      0.0979819              1
   8948           8948         328.63       0.266784              1
   8950           8950        327.824       0.805435              1
   8963           8963        324.413        3.41145              1
   9007           9007        322.015        2.39824              1
   9042           9042        321.959      0.0552525              1
   9052           9052        311.542        10.4173              1
   9061           9061        311.274       0.268143              1
   9105           9105         311.07       0.204118              1
   9110           9110        309.198        1.87171              1
   9123           9123        309.184      0.0136795              1
   9137           9137        308.712       0.472379              1
   9139           9139        298.261        10.4513              1
   9198           9198         281.43        16.8311              3
   9210           9210        280.334        1.09562              1
   9217           9217        280.301      0.0334334              1
   9276           9276        280.081       0.219371              1
   9292           9292         280.05      0.0314543              2
   9308           9308         274.77        5.27943              1
   9329           9329        273.568        1.20243              1
   9370           9370        273.183       0.384793              3
   9373           9373        271.775        1.40807              1
   9374           9374        271.303       0.471496              1

   Gen:        Fevals:          Best:   Improvement:     Mutations:
   9403           9403         271.14       0.163927              1
   9446           9446        269.804        1.33596              1
   9459           9459        269.644       0.159714              1
   9460           9460        268.924       0.720092              1
   9470           9470        267.991       0.932404              1
   9500           9500        267.962      0.0291791              1
   9634           9634        267.793       0.169397              1
   9647           9647        267.226       0.567151              1
   9702           9702        263.719        3.50669              1
   9722           9722        262.353        1.36582              1
   9736           9736        261.533       0.819922              1
   9756           9756        260.904       0.629632              1
   9757           9757        258.647        2.25682              1
   9758           9758        253.172        5.47449              1
   9759           9759         248.93        4.24256              1
   9764           9764        246.736          2.194              2
   9787           9787        246.571       0.164569              1
   9795           9795        246.005        0.56643              1
   9866           9866        244.673        1.33142              1
   9894           9894        244.233       0.440102              2
   9913           9913        244.191      0.0418975              1
   9918           9918        241.209        2.98196              1
   9988           9988        235.599        5.61017              1
  10008          10008        235.306       0.292745              1
  10011          10011        235.302      0.0044409              1
  10015          10015        235.123       0.178556              1
  10021          10021        234.911       0.211961              1
  10040          10040        234.817      0.0946665              1
  10090          10090        234.474       0.342771              1
  10096          10096        234.142       0.331569              1
  10107          10107        234.119      0.0236148              1
  10125          10125        233.685       0.433433              1
  10160          10160        231.519        2.16675              1
  10165          10165        218.807        12.7116              1
  10172          10172        217.138        1.66953              1
  10192          10192         216.03        1.10713              1
  10222          10222        214.626        1.40421              1
  10235          10235        213.049        1.57748              1
  10260          10260        209.742        3.30635              1
  10305          10305        206.871        2.87165              1
  10307          10307         206.21        0.66115              1
  10323          10323        204.293        1.91614              1
  10337          10337        203.875       0.418569              1
  10340          10340        189.196        14.6785              1
  10361          10361        188.805       0.391707              1
  10377          10377        187.502        1.30308              2
  10378          10378         186.51       0.991172              1
  10415          10415        186.252       0.258845              1
  10433          10433        185.724       0.527108              1
  10486          10486        185.662      0.0620477              1

   Gen:        Fevals:          Best:   Improvement:     Mutations:
  10488          10488        185.245       0.417765              1
  10533          10533        185.136       0.108297              1
  10598          10598        184.393       0.743455              1
  10605          10605        182.581        1.81215              1
  10628          10628        181.919       0.661943              1
  10670          10670        181.219       0.699684              1
  10754          10754         179.41        1.80876              1
  10808          10808        178.633       0.777175              1
  10850          10850        177.076        1.55703              1
  10852          10852        176.262       0.813726              1
  10870          10870        172.774        3.48804              1
  10876          10876        170.236        2.53793              1
  10895          10895        170.126       0.110663              1
  10906          10906        169.903       0.222896              1
  10940          10940        168.748        1.15481              1
  10944          10944        165.307        3.44155              1
  11011          11011        165.087       0.219162              1
  11013          11013        164.573        0.51463              1
  11023          11023        164.253        0.31936              1
  11038          11038        163.977       0.276773              1
  11057          11057         162.17        1.80675              1
  11071          11071        161.365       0.805288              3
  11074          11074        161.211       0.153289              2
  11092          11092        157.623        3.58821              2
  11099          11099        157.374       0.249169              1
  11142          11142        156.584       0.790268              1
  11204          11204        155.885       0.698512              1
  11242          11242        152.891        2.99461              1
  11256          11256        149.842        3.04886              1
  11268          11268        147.463        2.37842              1
  11274          11274        147.433       0.030666              1
  11300          11300         147.31       0.122726              1
  11395          11395        146.984       0.325925              1
  11420          11420        146.601       0.383368              1
  11431          11431        145.734       0.866876              1
  11438          11438        145.577       0.156901              1
  11478          11478        145.455       0.121347              1
  11504          11504        145.175       0.280486              1
  11519          11519        144.736       0.439333              1
  11577          11577        143.318        1.41749              1
  11593          11593        142.135        1.18273              1
  11706          11706        141.614        0.52157              1
  11812          11812        137.521        4.09236              1
  11828          11828        137.288       0.233837              1
  11853          11853        137.039       0.248318              1
  11866          11866        136.109       0.930653              1
  11878          11878        134.964        1.14467              1
  11886          11886        134.756       0.208376              1
  11891          11891        134.713      0.0428972              1
  11985          11985        133.496        1.21674              1

   Gen:        Fevals:          Best:   Improvement:     Mutations:
  11989          11989        133.363       0.132683              1
  11990          11990        133.185       0.177981              1
  11995          11995        133.093      0.0918521              1
  12039          12039        132.852        0.24116              1
  12045          12045        130.229        2.62353              1
  12048          12048        129.822       0.406958              1
  12087          12087        112.957        16.8646              1
  12210          12210        112.947      0.0106754              1
  12276          12276        112.928      0.0182834              1
  12319          12319         112.78       0.148661              1
  12353          12353        108.888         3.8918              1
  12424          12424        108.635        0.25283              2
  12464          12464         106.88        1.75461              1
  12516          12516        105.949       0.931301              1
  12553          12553        105.854      0.0947798              1
  12566          12566        104.195         1.6597              1
  12636          12636         104.12       0.074088              1
  12642          12642        103.973       0.147792              1
  12648          12648         103.63       0.342623              1
  12672          12672        103.506       0.123957              1
  12686          12686        103.272       0.233803              1
  12737          12737        103.264     0.00789732              1
  12771          12771        101.881        1.38369              1
  12838          12838        101.526       0.355103              1
  12841          12841        101.405       0.120491              1
  12860          12860        101.007       0.398515              1
  12924          12924        100.359       0.647701              1
  12936          12936        100.235       0.123798              1
  12944          12944        100.118       0.116665              1
  13070          13070        98.7391        1.37932              1
  13120          13120        97.7156        1.02345              1
  13124          13124        97.3209        0.39475              1
  13153          13153        96.2503        1.07057              1
  13155          13155        95.5596       0.690723              1
  13156          13156        95.4683      0.0912767              1
  13162          13162         92.822        2.64637              1
  13166          13166        92.6703       0.151665              1
  13175          13175         92.593      0.0772934              1
  13184          13184        91.8048       0.788176              1
  13205          13205        91.3932        0.41162              1
  13221          13221        89.5833        1.80987              1
  13249          13249        88.8693       0.714079              1
  13268          13268        87.3881        1.48119              1
  13269          13269        85.7113        1.67674              1
  13378          13378        75.6865        10.0249              2
  13392          13392        73.6309        2.05561              1
  13399          13399        73.6273     0.00358662              1
  13450          13450         71.359        2.26826              1
  13473          13473        71.0367       0.322281              1
  13498          13498        71.0227      0.0140198              1

   Gen:        Fevals:          Best:   Improvement:     Mutations:
  13511          13511        70.4263       0.596422              1
  13518          13518        70.0238       0.402457              1
  13559          13559        69.5936       0.430244              1
  13655          13655        69.3395       0.254104              1
  13680          13680        68.7895       0.549952              1
  13737          13737        68.7554      0.0341062              1
  13738          13738        68.2974       0.458003              2
  13793          13793         68.291     0.00644534              1
  13795          13795        67.5501       0.740832              1
  13819          13819        67.1697       0.380392              1
  13824          13824        66.7823       0.387436              1
  13933          13933        65.7267        1.05566              2
  14004          14004        65.2264       0.500282              1
  14009          14009        64.8903       0.336115              1
  14039          14039        61.4237        3.46658              1
  14042          14042         56.733         4.6907              1
  14050          14050        56.5935       0.139433              1
  14057          14057        55.4224        1.17112              1
  14158          14158         53.068         2.3544              1
  14178          14178        52.5174       0.550624              1
  14248          14248        52.1577       0.359709              1
  14264          14264        51.2063        0.95136              1
  14272          14272        50.4905       0.715815              1
  14349          14349        50.2514       0.239162              2
  14373          14373        50.0364       0.214964              1
  14382          14382        47.5477        2.48867              1
  14485          14485        47.2012       0.346554              1
  14510          14510        47.1288      0.0724132              1
  14513          14513        46.9298       0.198987              1
  14527          14527         46.928     0.00174595              1
  14534          14534        46.3776       0.550421              1
  14543          14543        46.0045       0.373055              1
  14559          14559        45.9765      0.0280347              1
  14582          14582        45.8669       0.109571              2
  14613          14613        44.7616        1.10536              1
  14641          14641        44.6199       0.141687              1
  14692          14692        44.6081      0.0117978              1
  14791          14791        41.9417         2.6664              1
  14802          14802        41.8897      0.0520062              1
  14844          14844        38.2166        3.67312              1
  14848          14848        38.0916       0.124994              1
  14904          14904        37.3441       0.747464              1
  14914          14914        37.2072       0.136943              1
  14935          14935        35.1233        2.08391              1
  14938          14938        34.9557       0.167578              1
  14959          14959        34.5887       0.366957              1
  15006          15006        34.4456       0.143109              2
  15023          15023        34.4266      0.0190463              1
  15061          15061        34.1187       0.307835              1
  15093          15093        30.8067        3.31205              1

   Gen:        Fevals:          Best:   Improvement:     Mutations:
  15103          15103        29.3148        1.49186              1
  15119          15119        25.8026         3.5122              1
  15192          15192        24.2197        1.58295              1
  15202          15202         23.489       0.730662              1
  15259          15259        23.4848     0.00422705              1
  15314          15314        23.3688       0.116033              1
  15354          15354        22.9874        0.38135              1
  15368          15368        22.8816       0.105823              1
  15375          15375         22.843      0.0385629              1
  15399          15399        22.5479        0.29507              1
  15439          15439        18.5618        3.98615              1
  15478          15478        18.2846       0.277227              1
  15512          15512        17.5589       0.725659              1
  15551          15551        16.1548        1.40409              1
  15600          15600        16.0783      0.0765209              1
  15629          15629        15.7448       0.333504              1
  15630          15630        15.7435     0.00128184              1
  15657          15657        15.7084       0.035109              1
  15659          15659        15.1302       0.578226              1
  15691          15691        13.6361        1.49408              1
  15704          15704        13.0888       0.547277              1
  15713          15713        12.2685       0.820325              1
  15784          15784        12.0595       0.209055              1
  15798          15798        10.1657        1.89373              1
  15895          15895        10.1193      0.0464246              1
  15961          15961        6.38382        3.73547              1
  15964          15964        6.21072       0.173101              1
  16030          16030        4.72773        1.48299              2
  16057          16057        4.24361       0.484125              1
  16059          16059       -2.11066        6.35427              2
  16079          16079       -2.36991       0.259243              2
  16179          16179       -2.82609       0.456181              2
  16180          16180       -3.71408       0.887993              1
  16196          16196       -3.73665      0.0225683              1
  16223          16223       -4.05891       0.322267              1
  16266          16266       -4.07766      0.0187496              1
  16328          16328       -4.30084       0.223172              1
  16429          16429       -4.71333       0.412493              1
  16435          16435       -4.79564      0.0823094              1
  16472          16472       -4.80065     0.00501472              1
  16569          16569       -5.37606       0.575409              1
  16577          16577       -5.84488       0.468815              1
  16617          16617       -8.28827        2.44339              1
  16645          16645       -8.37303      0.0847619              1
  16661          16661       -8.68933       0.316298              1
  16669          16669       -8.81758       0.128248              1
  16709          16709       -12.8724        4.05479              1
  16763          16763        -13.765       0.892603              1
  16790          16790       -13.8309      0.0659002              1
  16809          16809       -13.8384     0.00749627              1

   Gen:        Fevals:          Best:   Improvement:     Mutations:
  16900          16900       -14.2483       0.409935              1
  16901          16901       -16.7898        2.54148              1
  16919          16919       -16.7904     0.00057559              1
  16936          16936       -17.0576       0.267216              1
  16981          16981        -17.093      0.0354281              1
  16994          16994       -18.7606        1.66763              1
  16999          16999       -18.8828       0.122186              1
  17107          17107       -19.2383       0.355514              1
  17145          17145       -19.3985       0.160182              1
  17153          17153       -19.4233      0.0248224              1
  17168          17168       -20.0008       0.577482              1
  17192          17192       -20.0995      0.0986568              1
  17208          17208       -20.1409      0.0414401              1
  17219          17219       -20.1874      0.0465033              1
  17345          17345       -20.2077      0.0202287              1
  17357          17357       -20.9302        0.72252              1
  17410          17410       -21.0479       0.117708              1
  17467          17467       -21.1694       0.121491              1
  17541          17541         -21.17    0.000679523              1
  17548          17548       -21.9514       0.781368              1
  17617          17617       -26.1687        4.21732              1
  17633          17633       -26.6285       0.459817              1
  17634          17634       -26.6286    6.69264e-06              1
  17723          17723       -27.9346        1.30607              1
  17769          17769       -27.9969      0.0622943              1
  17777          17777       -28.0185      0.0215707              1
  17882          17882       -29.2821        1.26362              1
  17890          17890       -29.2957       0.013623              1
  17914          17914        -32.494        3.19823              1
  17972          17972       -34.2071        1.71309              1
  17976          17976       -35.6527        1.44561              2
  17979          17979       -35.6687       0.016042              1
  18058          18058        -35.896       0.227317              1
  18060          18060       -36.0349       0.138843              1
  18070          18070       -36.0614      0.0265013              1
  18076          18076       -36.1142      0.0527968              1
  18100          18100       -36.6988       0.584616              1
  18128          18128       -37.9238        1.22498              1
  18130          18130       -38.1103       0.186518              1
  18170          18170       -38.2499       0.139594              1
  18176          18176       -38.6224       0.372545              1
  18189          18189       -39.5986       0.976212              1
  18192          18192        -39.703       0.104349              1
  18217          18217       -40.1522       0.449254              1
  18305          18305        -40.382       0.229807              1
  18307          18307       -40.4795      0.0974418              1
  18340          18340       -40.5814       0.101935              1
  18352          18352       -41.0385       0.457031              1
  18415          18415       -41.1248      0.0862976              1
  18513          18513       -41.6164       0.491624              1

   Gen:        Fevals:          Best:   Improvement:     Mutations:
  18687          18687       -42.3974       0.781048              1
  18755          18755       -42.4578      0.0604171              1
  18783          18783       -42.6134       0.155516              1
  18799          18799       -43.4944       0.881071              1
  18855          18855       -43.4952    0.000743313              1
  18869          18869       -43.5422      0.0469894              1
  18993          18993       -43.6068      0.0645977              1
  19025          19025       -43.7825       0.175722              1
  19079          19079         -44.26       0.477515              1
  19089          19089       -44.4424       0.182381              1
  19110          19110       -44.4949      0.0525069              1
  19115          19115       -44.7786       0.283679              1
  19122          19122       -46.2077        1.42913              1
  19158          19158       -46.7399       0.532202              1
  19167          19167       -46.8254      0.0854576              1
  19291          19291       -47.4869       0.661533              1
  19329          19329       -47.5394      0.0525094              1
  19332          19332       -48.0095        0.47012              1
  19355          19355       -48.3212       0.311633              1
  19369          19369       -50.7461        2.42494              1
  19549          19549       -51.2812       0.535088              1
  19578          19578       -55.2179        3.93676              1
  19597          19597       -55.2846      0.0667053              1
  19620          19620       -55.2884     0.00378185              1
  19644          19644       -55.8357       0.547246              1
  19725          19725       -56.1713       0.335596              1
  19863          19863       -57.9193        1.74805              1
  19905          19905       -58.1821       0.262774              1
  19932          19932        -58.253      0.0708966              1
  19942          19942       -58.4728       0.219829              2
  19971          19971       -58.6691       0.196277              1
  19978          19978       -59.1626       0.493515              1
  19983          19983       -59.5076       0.344993              1
  20003          20003       -60.0961       0.588511              2
  20008          20008       -60.5108       0.414715              1
  20021          20021       -61.1468       0.635992              1
  20113          20113       -61.5774       0.430599              1
  20154          20154       -62.0634       0.486011              1
  20168          20168       -62.1939       0.130492              1
  20238          20238       -62.3905       0.196602              1
  20284          20284       -62.5801       0.189624              1
  20329          20329       -62.5841     0.00396307              1
  20367          20367       -62.7761       0.191972              1
  20401          20401       -62.8559      0.0797799              1
  20419          20419         -63.05       0.194164              1
  20444          20444       -63.2096       0.159561              1
  20470          20470       -63.2189     0.00936553              1
  20548          20548       -63.8169       0.597942              1
  20618          20618       -63.8493      0.0324503              1
  20623          20623       -63.8708      0.0214329              1
