Gen:        Fevals:          Best:   Improvement:     Mutations:
   3687           3687        2801.33       0.449694              1
   3699           3699        2793.07        8.26839              1
   3701           3701        2791.33        1.73985              1
   3705           3705        2785.23        6.10069              1
   3714           3714         2783.6        1.62111              1
   3725           3725        2782.07        1.53414              1
   3736           3736        2764.74        17.3349              2
   3742           3742        2764.62       0.113912              1
   3762           3762         2753.3        11.3175              1
   3785           3785        2748.65        4.65042              1
   3805           3805        2741.28        7.37176              1
   3835           3835        2736.87        4.41452              1
   3837           3837        2736.55       0.312396              1
   3843           3843        2733.61        2.94415              1
   3845           3845        2727.95        5.66105              1
   3846           3846        2726.98       0.970273              1
   3859           3859        2723.06         3.9209              2
   3870           3870        2715.73        7.32637              2
   3871           3871        2699.39        16.3371              1
   3875           3875        2690.97        8.42807              1
   3880           3880        2685.95        5.01936              1
   3891           3891        2683.39        2.55275              2
   3930           3930        2678.05        5.34388              1
   3939           3939        2663.83        14.2214              1
   3947           3947        2663.23       0.599592              1
   3952           3952        2660.74        2.49349              1
   3955           3955        2653.37        7.36457              1
   3959           3959        2652.32        1.04832              1
   3964           3964         2645.2        7.11995              1
   3991           3991        2644.33       0.871638              1
   3992           3992        2641.84        2.49235              1
   4008           4008        2639.41        2.42812              1
   4017           4017        2637.57        1.83678              1
   4018           4018        2616.04        21.5353              3
   4019           4019        2610.76        5.27567              2
   4050           4050        2609.97       0.797096              1
   4058           4058        2599.81        10.1563              2
   4060           4060         2598.8        1.01069              1

   Gen:        Fevals:          Best:   Improvement:     Mutations:
   4082           4082        2595.34        3.45693              1
   4090           4090         2591.7        3.64007              1
   4093           4093        2584.72        6.98007              1
   4106           4106        2580.08        4.64062              2
   4167           4167        2570.94        9.14601              1
   4177           4177        2569.08        1.85738              1
   4189           4189        2565.96        3.12121              1
   4195           4195        2563.64        2.31529              1
   4243           4243        2563.62      0.0259616              1
   4292           4292        2561.61         2.0097              1
   4304           4304        2561.19       0.415346              1
   4306           4306         2558.3        2.88856              1
   4307           4307        2558.29     0.00868172              1
   4342           4342        2557.37       0.927347              1
   4347           4347        2552.61        4.75631              1
   4357           4357         2551.4        1.21342              1
   4390           4390        2551.11        0.28707              1
   4417           4417        2543.51        7.60199              1
   4428           4428        2520.54        22.9707              1
   4438           4438        2508.71        11.8316              1
   4444           4444        2507.98       0.720327              1
   4448           4448        2506.27        1.71455              1
   4481           4481        2505.38       0.888787              1
   4505           4505        2504.23        1.15327              1
   4524           4524        2500.08        4.14529              1
   4528           4528        2499.81       0.269238              1
   4529           4529        2497.84        1.97839              1
   4532           4532        2494.74        3.09853              1
   4535           4535        2494.51       0.229513              1
   4555           4555        2488.32        6.18269              1
   4562           4562        2480.51        7.81307              1
   4569           4569        2478.87        1.63877              1
   4570           4570        2478.86      0.0122751              1
   4580           4580         2474.5        4.36521              1
   4584           4584        2474.17       0.328993              1
   4595           4595         2473.5       0.670567              1
   4597           4597        2472.43        1.06538              1
   4657           4657        2464.32        8.11128              1
   4710           4710        2462.81        1.51141              1
   4721           4721        2456.27         6.5338              1
   4722           4722        2446.54        9.72933              1
   4724           4724        2429.23        17.3141              1
   4735           4735        2422.11         7.1229              1
   4744           4744        2407.86        14.2434              2
   4752           4752        2405.58        2.28374              1
   4755           4755        2403.82        1.76511              1
   4758           4758        2392.34        11.4743              1
   4759           4759        2392.14       0.204458              1
   4760           4760        2391.15       0.989444              1
   4770           4770        2385.31         5.8349              1

   Gen:        Fevals:          Best:   Improvement:     Mutations:
   4786           4786        2378.67        6.63991              1
   4790           4790        2372.69        5.98488              1
   4791           4791        2354.76        17.9255              1
   4792           4792        2354.68      0.0773141              1
   4805           4805         2347.4        7.28163              1
   4813           4813        2337.62        9.78513              1
   4820           4820         2332.2        5.41678              1
   4855           4855        2319.58        12.6254              1
   4872           4872        2314.57        5.00953              1
   4888           4888        2314.48      0.0827697              2
   4903           4903        2314.48     0.00538397              1
   4906           4906        2304.38        10.0978              1
   4916           4916        2287.68        16.7012              2
   4970           4970        2282.06        5.62257              1
   5016           5016        2274.04        8.01765              1
   5033           5033        2273.37       0.668833              1
   5034           5034        2272.92       0.452131              1
   5038           5038        2272.49       0.432412              1
   5051           5051        2267.28        5.20058              1
   5083           5083         2264.9        2.38098              2
   5097           5097        2260.58         4.3272              1
   5109           5109        2258.85        1.72883              1
   5115           5115        2257.04        1.80845              2
   5127           5127        2250.59        6.44845              1
   5172           5172        2250.44       0.151734              1
   5222           5222         2249.3        1.14023              1
   5254           5254        2244.14        5.16295              1
   5285           5285        2241.82          2.316              1
   5303           5303        2236.75         5.0687              1
   5318           5318        2234.32        2.43059              2
   5324           5324        2233.34       0.978365              1
   5334           5334        2226.19        7.14751              1
   5356           5356        2224.21        1.98141              1
   5358           5358        2222.68        1.53087              1
   5375           5375        2216.63        6.05671              1
   5387           5387        2215.04        1.58139              3
   5388           5388        2207.77        7.27424              1
   5427           5427        2199.81        7.96422              1
   5440           5440        2187.41        12.3962              2
   5442           5442        2184.85        2.56297              3
   5457           5457        2181.95        2.89668              2
   5479           5479        2181.44       0.508996              1
   5481           5481        2172.43        9.00625              1
   5487           5487        2170.65        1.78881              1
   5504           5504        2170.43       0.214602              1
   5508           5508        2167.16        3.27578              1
   5510           5510        2159.18        7.97504              1
   5524           5524        2158.97       0.213024              1
   5529           5529        2155.05        3.92184              1
   5567           5567        2154.43       0.615015              1

   Gen:        Fevals:          Best:   Improvement:     Mutations:
   5578           5578        2146.67        7.76149              1
   5590           5590         2134.6         12.069              1
   5603           5603        2124.55        10.0527              1
   5613           5613        2122.33        2.21505              1
   5619           5619        2118.31        4.02619              1
   5620           5620        2117.58       0.722516              1
   5662           5662        2103.86        13.7193              1
   5671           5671        2103.57       0.295333              2
   5672           5672        2098.15        5.41878              1
   5682           5682        2098.01        0.13779              1
   5701           5701        2087.19        10.8177              1
   5706           5706         2076.9        10.2906              1
   5707           5707         2073.2        3.70117              1
   5713           5713        2071.89        1.30886              1
   5725           5725        2062.38        9.51751              2
   5734           5734        2059.56        2.81531              2
   5745           5745        2056.49        3.07433              1
   5755           5755        2045.26         11.229              1
   5764           5764        2043.08        2.17482              1
   5808           5808           2034        9.07912              1
   5810           5810        2026.02        7.98806              2
   5821           5821        2024.45        1.56987              1
   5830           5830         2022.1        2.34357              2
   5861           5861        2017.84        4.26002              2
   5877           5877        2016.27        1.57641              1
   5893           5893        2014.16        2.10844              1
   5899           5899        2011.58        2.57341              1
   5903           5903        2008.87        2.71814              1
   5911           5911        2007.19        1.67721              2
   5932           5932        2004.42        2.77179              1
   5949           5949        1996.65        7.77064              1
   6023           6023        1992.39        4.25401              2
   6033           6033        1983.04         9.3511              2
   6051           6051        1982.22       0.820278              1
   6077           6077        1981.67       0.551766              1
   6118           6118        1980.04        1.63104              1
   6125           6125        1978.86        1.18162              1
   6131           6131        1977.91       0.946959              1
   6144           6144        1976.92       0.986433              1
   6152           6152        1972.98        3.94251              1
   6158           6158        1970.38        2.59805              1
   6159           6159        1967.57        2.81651              1
   6164           6164        1954.81        12.7527              1
   6173           6173        1952.83         1.9871              1
   6187           6187        1951.49        1.33238              1
   6194           6194         1947.7        3.79619              1
   6195           6195        1938.03        9.67242              1
   6233           6233        1935.84        2.18277              1
   6247           6247        1932.04        3.79885              1
   6251           6251        1929.12        2.92748              1

   Gen:        Fevals:          Best:   Improvement:     Mutations:
   6266           6266        1925.53        3.58194              1
   6277           6277        1922.32        3.21799              1
   6293           6293        1920.53        1.79018              1
   6314           6314        1918.23        2.29444              1
   6342           6342        1915.69         2.5454              1
   6354           6354        1914.57        1.11453              1
   6358           6358        1906.89        7.68431              1
   6365           6365         1893.6        13.2837              1
   6371           6371        1893.18       0.421265              1
   6380           6380        1891.17        2.00898              1
   6416           6416        1887.43        3.74156              1
   6434           6434        1883.93         3.4984              1
   6439           6439        1873.02        10.9128              2
   6444           6444        1864.05          8.975              1
   6467           6467         1852.2        11.8453              1
   6491           6491        1851.32        0.88284              1
   6523           6523        1847.64        3.67929              1
   6531           6531        1841.79        5.85042              2
   6549           6549        1823.32        18.4714              1
   6560           6560        1821.61        1.71064              1
   6572           6572        1821.11       0.494778              1
   6574           6574        1819.47        1.64305              1
   6600           6600        1812.36        7.11249              2
   6617           6617        1811.74       0.616575              1
   6621           6621        1804.72        7.01532              1
   6630           6630        1798.62        6.10687              1
   6682           6682        1798.58      0.0340014              1
   6691           6691        1793.36        5.22393              1
   6694           6694        1781.14        12.2239              2
   6716           6716        1773.92         7.2118              1
   6720           6720        1770.69        3.22853              1
   6735           6735         1769.9       0.793554              1
   6742           6742        1763.93        5.96745              1
   6748           6748        1752.87        11.0687              1
   6795           6795         1747.9        4.96068              1
   6807           6807        1742.89        5.01224              1
   6829           6829        1738.28         4.6162              1
   6851           6851        1738.22      0.0552892              1
   6853           6853        1736.67        1.55073              1
   6920           6920        1724.53        12.1395              1
   6921           6921         1721.9        2.63479              1
   6926           6926        1714.43         7.4639              2
   6949           6949        1703.59        10.8431              1
   6954           6954        1699.07        4.51738              1
   6965           6965        1698.89       0.176873              1
   6967           6967        1686.22        12.6772              1
   6971           6971        1678.24        7.97969              2
   6988           6988        1665.49        12.7518              2
   6998           6998        1663.33        2.15932              1
   7025           7025        1661.38        1.94841              2

   Gen:        Fevals:          Best:   Improvement:     Mutations:
   7057           7057        1654.63        6.74849              1
   7113           7113        1651.74        2.88541              1
   7155           7155        1650.77       0.971633              1
   7159           7159        1649.93       0.843317              1
   7167           7167        1646.06        3.87106              1
   7173           7173         1644.7        1.35562              1
   7184           7184        1644.23       0.468449              1
   7203           7203        1643.99       0.244578              2
   7232           7232        1643.11        0.88412              1
   7260           7260        1641.42        1.68188              2
   7292           7292        1638.41        3.01269              1
   7299           7299        1635.25         3.1637              1
   7302           7302        1623.69        11.5571              2
   7321           7321        1620.62          3.071              1
   7409           7409        1619.23        1.38398              1
   7446           7446        1606.43         12.803              1
   7454           7454        1605.88        0.55282              1
   7466           7466        1605.58       0.301974              1
   7469           7469        1604.34        1.23407              1
   7518           7518        1593.12        11.2276              1
   7535           7535        1591.51        1.60226              4
   7565           7565        1579.78        11.7339              2
   7574           7574        1579.02       0.757542              1
   7586           7586        1569.12        9.90485              1
   7592           7592        1562.49        6.62894              2
   7598           7598        1562.36       0.126834              1
   7601           7601        1558.74         3.6241              1
   7640           7640        1552.59        6.14838              1
   7659           7659        1549.22        3.37117              1
   7677           7677        1547.64        1.57536              1
   7697           7697        1544.49         3.1546              1
   7709           7709        1543.61       0.879661              1
   7721           7721        1531.86        11.7442              1
   7735           7735        1529.09        2.77364              1
   7753           7753         1527.9         1.1945              2
   7759           7759        1517.88        10.0128              2
   7764           7764        1516.08        1.80228              1
   7772           7772           1516      0.0829343              1
   7794           7794        1513.94        2.06026              1
   7806           7806         1511.1        2.83434              2
   7817           7817        1510.05        1.05247              1
   7860           7860        1506.41        3.63557              1
   7881           7881        1505.89       0.528321              1
   7891           7891        1499.23        6.65953              2
   7917           7917        1495.14        4.08773              1
   7934           7934        1494.51       0.629432              1
   7944           7944         1491.6        2.91075              2
   7947           7947        1488.51         3.0923              1
   7948           7948        1481.18        7.32995              2
   7956           7956        1480.98       0.197436              1

   Gen:        Fevals:          Best:   Improvement:     Mutations:
   7965           7965        1480.21       0.769274              1
   8007           8007        1474.91        5.30391              1
   8021           8021        1466.44        8.46828              1
   8030           8030        1458.83        7.60562              1
   8035           8035        1458.71       0.121616              1
   8045           8045        1456.08        2.63131              2
   8060           8060        1452.46        3.61937              1
   8094           8094        1448.24         4.2201              1
   8111           8111        1443.52        4.72493              1
   8149           8149        1442.66       0.854029              1
   8160           8160        1441.65         1.0156              1
   8165           8165        1439.52        2.12078              1
   8194           8194           1433         6.5199              1
   8209           8209         1430.7        2.30768              1
   8217           8217        1423.67        7.02435              1
   8225           8225        1422.46         1.2142              1
   8264           8264        1417.15        5.31246              1
   8297           8297        1417.05      0.0920297              1
   8300           8300        1416.09       0.966842              1
   8307           8307        1415.69       0.394841              1
   8310           8310        1411.51        4.18412              1
   8327           8327        1410.51       0.998889              1
   8329           8329        1407.76        2.75295              1
   8345           8345        1406.13        1.62376              1
   8358           8358        1404.08        2.05429              1
   8360           8360        1402.46        1.61381              1
   8429           8429        1399.96        2.50875              1
   8489           8489        1399.56       0.391055              2
   8525           8525        1399.07        0.49071              1
   8530           8530        1397.17        1.90865              1
   8587           8587        1390.51        6.65753              1
   8611           8611        1390.11       0.397245              1
   8615           8615        1383.15        6.95822              1
   8617           8617        1382.99       0.163764              1
   8625           8625        1381.52        1.46707              1
   8628           8628        1380.98       0.540883              1
   8632           8632        1380.75       0.227262              1
   8662           8662        1378.94        1.81839              1
   8684           8684        1370.12        8.81444              1
   8714           8714        1368.07          2.054              1
   8747           8747        1364.67        3.39734              2
   8756           8756        1364.44       0.230791              3
   8804           8804        1362.85         1.5881              2
   8845           8845        1361.04        1.80832              1
   8880           8880        1359.49        1.54838              1
   8890           8890        1356.69        2.80316              1
   8903           8903        1355.39        1.30114              1
   8923           8923        1351.96        3.42801              1
   8942           8942        1350.37        1.59044              3
   8954           8954        1349.61       0.765551              1

   Gen:        Fevals:          Best:   Improvement:     Mutations:
   8957           8957        1347.81        1.80009              1
   8970           8970        1347.39       0.410582              1
   8976           8976        1342.72        4.67805              2
   9008           9008        1342.52       0.200455              1
   9052           9052        1342.51     0.00543191              1
   9062           9062        1341.16        1.35351              1
   9104           9104           1338        3.15736              1
   9120           9120        1332.91        5.08776              1
   9144           9144        1332.28       0.633021              2
   9146           9146        1332.27      0.0108466              1
   9237           9237         1331.4       0.866378              1
   9253           9253        1330.68       0.716896              1
   9261           9261        1330.64      0.0496722              1
   9264           9264        1324.85        5.78235              1
   9309           9309        1323.85        1.00137              2
   9358           9358        1323.66       0.192476              1
   9370           9370        1320.35         3.3123              1
   9387           9387         1316.7        3.64798              1
   9420           9420        1316.16        0.54068              1
   9432           9432        1314.31        1.85115              1
   9447           9447        1312.47        1.84164              1
   9476           9476        1305.22        7.24727              1
   9607           9607        1303.41        1.81155              1
   9645           9645         1298.5        4.90888              1
   9648           9648        1295.47        3.02353              1
   9687           9687        1295.24       0.232525              1
   9706           9706        1295.04       0.198802              1
   9729           9729        1294.37       0.671466              1
   9741           9741         1288.6        5.76931              1
   9742           9742        1283.63        4.97631              1
   9793           9793        1281.72        1.90893              1
   9800           9800        1277.82        3.89629              1
   9805           9805        1277.13       0.688177              1
   9820           9820         1274.2        2.93628              1
   9849           9849        1274.09       0.103183              4
   9857           9857        1271.21        2.88317              1
   9947           9947         1268.2        3.00943              1
   9954           9954         1266.6        1.60367              1
   9963           9963        1266.25       0.346738              1
   9965           9965        1255.13        11.1246              1
   9995           9995        1242.68        12.4403              1
   9999           9999        1240.17        2.51314              1
  10000          10000         1235.3        4.87615              1
  10009          10009        1234.88       0.413915              1
  10023          10023        1234.49       0.386885              1
  10024          10024        1230.71        3.78775              1
  10071          10071        1227.52        3.18604              1
  10081          10081         1218.3        9.22455              1
  10126          10126         1216.2        2.09988              1
  10127          10127        1212.22        3.97364              1

   Gen:        Fevals:          Best:   Improvement:     Mutations:
  10154          10154        1211.93       0.288651              1
  10189          10189        1210.17        1.76786              1
  10201          10201        1209.53       0.634139              1
  10210          10210        1207.13        2.39737              1
  10247          10247        1205.54        1.59403              1
  10268          10268        1203.66        1.87746              1
  10288          10288        1203.56       0.100225              1
  10356          10356        1200.23        3.33477              1
  10357          10357        1189.24        10.9837              1
  10388          10388        1186.79        2.45724              1
  10417          10417         1183.8        2.98903              3
  10419          10419        1183.72      0.0773598              1
  10423          10423         1174.4        9.31634              1
  10427          10427        1172.55        1.85203              1
  10428          10428        1172.12        0.42777              1
  10504          10504        1172.12     0.00438408              2
  10512          10512        1167.18        4.93671              1
  10603          10603        1164.31        2.87248              1
  10621          10621        1158.45        5.86523              1
  10686          10686        1157.76       0.684703              1
  10693          10693        1154.25           3.51              1
  10701          10701        1152.25        2.00132              1
  10702          10702        1151.27       0.975174              1
  10708          10708        1150.93       0.344551              1
  10751          10751        1148.39        2.54434              1
  10758          10758        1148.32      0.0614906              1
  10760          10760        1146.24        2.08497              1
  10762          10762        1145.18        1.05999              2
  10776          10776         1144.3       0.877292              1
  10792          10792        1144.27       0.034804              1
  10798          10798        1143.31       0.959058              1
  10801          10801        1142.39       0.920653              1
  10802          10802        1141.07        1.31728              1
  10892          10892        1137.19        3.87995              1
  10901          10901        1137.01       0.182297              1
  10957          10957        1134.84        2.16605              1
  10961          10961        1133.11        1.73262              1
  10980          10980        1132.87       0.243077              1
  11029          11029        1127.78        5.08611              1
  11051          11051        1120.52        7.25835              1
  11059          11059        1119.89       0.632452              2
  11079          11079        1116.26        3.62804              1
  11125          11125        1115.85       0.409392              1
  11162          11162        1114.53        1.32023              1
  11176          11176         1112.9        1.63066              1
  11184          11184        1111.29        1.60919              1
  11208          11208        1109.55        1.74262              1
  11226          11226        1108.82       0.734507              1
  11251          11251        1107.84       0.974509              1
  11308          11308        1105.66        2.17771              1

   Gen:        Fevals:          Best:   Improvement:     Mutations:
  11333          11333        1104.91       0.756817              1
  11364          11364        1097.51        7.39588              1
  11399          11399        1096.08        1.42664              1
  11418          11418        1094.47        1.61462              1
  11429          11429         1093.7       0.773616              2
  11444          11444        1084.78        8.91209              1
  11483          11483        1083.58        1.20688              1
  11485          11485        1082.43        1.14881              1
  11547          11547        1071.79        10.6411              1
  11552          11552        1063.63        8.16028              1
  11599          11599        1061.99        1.63402              1
  11624          11624        1059.37        2.62451              1
  11645          11645        1056.23        3.13505              1
  11660          11660        1056.14      0.0889766              1
  11681          11681        1055.02        1.11969              1
  11688          11688        1054.97      0.0537322              1
  11689          11689           1054       0.974696              1
  11695          11695        1053.01       0.987816              1
  11713          11713        1052.68        0.33182              2
  11766          11766        1047.11        5.57006              1
  11778          11778        1039.09        8.01726              1
  11793          11793        1029.56        9.52631              1
  11808          11808           1028        1.56018              1
  11878          11878        1026.94        1.06666              1
  11894          11894        1026.31       0.623243              2
  11902          11902        1023.39        2.91911              1
  11920          11920        1021.52        1.87353              1
  11959          11959        1021.31       0.209588              1
  11970          11970        1018.13        3.18364              1
  11973          11973        1015.88        2.25024              1
  12104          12104        1011.19        4.68754              1
  12132          12132        1008.64        2.54699              1
  12147          12147        1005.01        3.63313              1
  12164          12164        1004.59       0.414378              1
  12188          12188        1003.29         1.3057              1
  12215          12215         1002.9       0.384897              1
  12250          12250        1002.77        0.12953              1
  12257          12257        999.317        3.45632              1
  12280          12280        997.813        1.50411              1
  12283          12283        994.877        2.93604              1
  12288          12288        988.094        6.78362              1
  12293          12293        984.266        3.82813              1
  12348          12348         980.86        3.40549              1
  12351          12351        980.066       0.794157              1
  12353          12353        978.885        1.18101              1
  12358          12358        978.316       0.568827              1
  12402          12402        977.592       0.724273              1
  12410          12410        975.389        2.20271              1
  12418          12418        975.185       0.203798              1
  12437          12437        974.269       0.916257              1

   Gen:        Fevals:          Best:   Improvement:     Mutations:
  12445          12445        971.235        3.03364              1
  12478          12478        965.695        5.54013              1
  12488          12488        961.052        4.64313              1
  12514          12514        957.766        3.28653              1
  12547          12547        956.097        1.66835              1
  12553          12553        955.295       0.802597              1
  12560          12560        954.565       0.729916              3
  12565          12565        952.863        1.70221              1
  12570          12570        945.038        7.82407              1
  12601          12601         941.41        3.62804              1
  12619          12619        941.247       0.163853              1
  12644          12644        941.036       0.211089              1
  12684          12684        938.614        2.42104              2
  12710          12710         935.87        2.74487              2
  12722          12722        927.533        8.33659              1
  12777          12777        925.216        2.31716              1
  12842          12842        924.939       0.276994              1
  12863          12863         920.95        3.98916              1
  12933          12933        919.688        1.26214              1
  12980          12980        916.682        3.00524              2
  13090          13090        916.592      0.0905174              1
  13138          13138        912.518        4.07401              1
  13156          13156        908.405        4.11328              1
  13166          13166        907.941       0.463806              1
  13184          13184        907.843      0.0980927              1
  13207          13207        907.611       0.231386              1
  13242          13242        907.594      0.0172009              1
  13245          13245        904.048        3.54599              1
  13281          13281         897.02        7.02848              1
  13284          13284        887.573        9.44617              1
  13333          13333        886.488        1.08527              1
  13353          13353        884.323        2.16521              1
  13366          13366        883.396       0.926541              2
  13370          13370        881.206        2.19048              1
  13389          13389        880.634       0.572046              1
  13414          13414        879.316        1.31748              1
  13419          13419        875.843        3.47308              1
  13442          13442        873.192        2.65136              1
  13449          13449        872.749        0.44273              1
  13474          13474        871.201        1.54842              1
  13503          13503        871.149      0.0514753              1
  13510          13510        868.332        2.81694              1
  13520          13520        867.846       0.486241              1
  13572          13572        867.695       0.150782              1
  13582          13582        864.532        3.16373              1
  13598          13598        864.524     0.00798819              1
  13631          13631        855.601        8.92241              1
  13676          13676        854.577        1.02464              1
  13681          13681        854.511      0.0654406              1
  13746          13746        853.945       0.566319              1

   Gen:        Fevals:          Best:   Improvement:     Mutations:
  13755          13755        851.908        2.03635              2
  13774          13774        851.131       0.777233              1
  13777          13777        850.119        1.01177              2
  13790          13790        844.044        6.07575              1
  13871          13871        842.802        1.24134              1
  13880          13880        841.304        1.49792              1
  13900          13900        840.899       0.405379              1
  13925          13925        836.938        3.96144              1
  14042          14042        828.042        8.89538              1
  14049          14049        820.941        7.10138              1
  14068          14068        820.893      0.0478142              1
  14204          14204        816.543        4.35009              1
  14269          14269        816.084       0.458878              1
  14281          14281        816.073      0.0106063              1
  14306          14306        807.569        8.50428              1
  14320          14320        804.967        2.60245              1
  14388          14388         802.12        2.84638              1
  14448          14448        798.354        3.76624              1
  14459          14459        798.012       0.342143              1
  14465          14465        797.688       0.323648              1
  14475          14475        797.246       0.441977              1
  14538          14538        796.749        0.49706              1
  14544          14544        796.347       0.402094              1
  14547          14547        794.197        2.15054              1
  14584          14584        794.122      0.0746974              1
  14589          14589         788.56        5.56173              2
  14601          14601        786.455        2.10488              2
  14607          14607        785.895       0.560432              1
  14677          14677         782.32         3.5746              1
  14678          14678        778.815        3.50558              1
  14687          14687         776.18        2.63517              1
  14692          14692        771.763        4.41709              1
  14710          14710        765.925        5.83717              2
  14726          14726        765.412       0.513757              1
  14758          14758        764.839       0.572135              1
  14795          14795        764.748      0.0919388              1
  14807          14807        761.621        3.12649              1
  14903          14903        761.265       0.355664              1
  15036          15036        760.934       0.331344              1
  15066          15066        759.879        1.05534              1
  15151          15151        755.614        4.26486              1
  15185          15185        750.601          5.013              1
  15217          15217        750.101       0.499735              1
  15259          15259        748.371        1.73002              1
  15273          15273         747.05        1.32115              1
  15371          15371          746.5       0.549606              1
  15374          15374        746.082       0.418449              1
  15387          15387        745.484       0.597878              1
  15429          15429        743.105        2.37924              1
  15494          15494        742.297       0.807292              1

   Gen:        Fevals:          Best:   Improvement:     Mutations:
  15510          15510         741.13        1.16782              1
  15512          15512        737.473        3.65708              1
  15532          15532         733.43        4.04276              1
  15679          15679        732.556       0.873669              1
  15689          15689        729.427        3.12883              1
  15723          15723        729.264       0.162936              1
  15740          15740        728.077        1.18734              1
  15785          15785        726.537        1.53984              1
  15838          15838        726.075       0.462506              1
  15846          15846        725.099        0.97558              1
  15850          15850        722.652        2.44729              1
  15925          15925         721.58        1.07175              1
  15966          15966        717.076        4.50449              1
  16014          16014        716.159       0.916795              1
  16041          16041        712.853        3.30558              1
  16130          16130        706.677         6.1757              1
  16147          16147        704.141        2.53616              1
  16157          16157        701.857        2.28446              1
  16220          16220        701.387       0.469778              1
  16295          16295        699.533        1.85386              1
  16334          16334        698.636       0.897053              1
  16368          16368        698.469       0.167218              1
  16400          16400        698.149       0.320092              1
  16429          16429        697.083        1.06592              1
  16431          16431        695.872        1.21106              1
  16438          16438        695.438       0.433436              1
  16448          16448        694.743       0.695027              1
  16472          16472        694.496       0.247886              1
  16480          16480        694.401      0.0946276              1
  16556          16556        694.196       0.204732              1
  16613          16613        681.326        12.8697              2
  16739          16739        681.283      0.0430635              1
  16745          16745        679.127        2.15604              1
  16777          16777        678.783       0.344738              1
  16802          16802        678.624       0.158805              1
  16811          16811        677.488        1.13532              1
  16837          16837        673.653        3.83527              1
  16844          16844        671.219        2.43435              2
  16904          16904        670.136        1.08276              1
  16939          16939        669.975        0.16137              1
  16998          16998        669.553       0.421895              1
  17019          17019        669.302       0.250389              1
  17095          17095        665.128        4.17427              1
  17145          17145        664.518       0.609795              1
  17149          17149         663.54       0.978365              1
  17162          17162        660.668        2.87173              1
  17164          17164        660.535        0.13286              1
  17183          17183        654.072        6.46367              1
  17247          17247         652.36        1.71215              1
  17325          17325        652.012       0.347698              1

   Gen:        Fevals:          Best:   Improvement:     Mutations:
  17353          17353        651.492       0.520115              1
