Gen:        Fevals:          Best:   Improvement:     Mutations:
    836            836       -110.252         2.8716              1
    848            848       -119.409        9.15677              1
    851            851       -129.339        9.93032              1
    881            881       -129.985       0.645554              2
    894            894       -134.669        4.68466              1
    973            973       -142.983        8.31335              1
   1003           1003       -144.314        1.33166              1
   1010           1010       -150.927        6.61276              1
   1062           1062       -156.017        5.08959              1
   1065           1065       -157.007       0.990659              1
   1129           1129       -158.449        1.44202              1
   1139           1139       -159.245       0.795105              1
   1144           1144        -161.57          2.325              1
   1159           1159        -161.93       0.360846              1

   Gen:        Fevals:          Best:   Improvement:     Mutations:
   1160           1160       -164.825         2.8948              1
   1198           1198       -167.892        3.06637              1
   1217           1217       -171.194         3.3028              1
   1262           1262       -171.386       0.192017              1
   1266           1266       -171.959       0.572864              1
   1271           1271       -174.501        2.54152              1
   1272           1272       -176.325        1.82392              1
   1302           1302       -178.741        2.41625              1
   1313           1313       -178.993       0.251664              1
   1352           1352       -182.832        3.83942              1
   1363           1363       -182.902       0.069804              1
   1370           1370        -186.98         4.0783              1
   1377           1377       -191.767        4.78672              1
   1455           1455       -193.981        2.21394              1
   1471           1471       -196.635        2.65415              1
   1499           1499       -200.865        4.23049              1
   1504           1504       -201.862       0.996256              1
   1572           1572       -203.157        1.29512              1
   1585           1585       -221.652        18.4952              1
   1586           1586       -225.575        3.92317              1
   1620           1620       -226.632        1.05647              1
   1660           1660       -227.674        1.04225              1
   1698           1698       -239.236        11.5623              1
   1736           1736       -242.151        2.91473              1
   1752           1752       -242.811       0.659852              1
   1793           1793       -243.417       0.606306              1
   1892           1892       -244.018       0.601014              1
   2021           2021       -245.287        1.26913              1
   2034           2034       -248.663        3.37522              1
   2058           2058       -248.953       0.290201              1
   2110           2110       -250.265        1.31234              1
   2112           2112       -250.891       0.625813              1
   2126           2126       -251.169       0.277786              1
   2267           2267       -257.173        6.00415              1
   2276           2276       -259.352        2.17907              1
   2313           2313       -260.662        1.31056              1
   2351           2351       -263.654         2.9912              1
   2373           2373       -265.889        2.23501              1
   2531           2531       -268.081        2.19279              1
   2534           2534       -269.242        1.16101              1
   2568           2568       -269.991       0.749042              1
   2715           2715         -271.2        1.20863              1
   2787           2787       -271.623       0.422576              1
   2828           2828       -273.167        1.54479              2
   2846           2846       -277.222        4.05468              1
   2848           2848       -280.092        2.86988              1
   3079           3079       -281.465        1.37277              1
   3164           3164       -281.801       0.336401              1
   3268           3268       -282.551       0.749968              1
   3279           3279       -282.733       0.181941              1

   Gen:        Fevals:          Best:   Improvement:     Mutations:
   3288           3288       -282.743     0.00989761              1
   3335           3335       -282.892       0.149062              1
   3430           3430       -285.399        2.50676              1
   3477           3477       -285.629       0.230478              1
   3657           3657       -287.154        1.52467              1
   3670           3670       -287.366       0.212357              1
   3679           3679       -288.663        1.29634              1
   3720           3720       -290.604        1.94174              1
   3733           3733       -290.783       0.178668              1
   3983           3983        -290.86      0.0771048              1
   4008           4008       -291.578       0.718022              1
   4114           4114       -291.851        0.27261              1
   4129           4129       -293.242        1.39168              1
   4203           4203       -293.742       0.499792              1
   4240           4240        -294.86        1.11729              1
   4331           4331       -296.408        1.54875              1
   4337           4337       -297.498        1.08974              1
   4484           4484        -298.42       0.921899              1
   4663           4663       -299.425        1.00513              1
   4719           4719        -299.88       0.454736              1
   4804           4804       -300.887        1.00741              1
   4953           4953       -301.122       0.235158              1
   5578           5578       -302.065       0.942106              1
   5615           5615       -302.831       0.766845              1
   5620           5620       -302.895      0.0640627              1
   5675           5675       -303.594       0.698139              1
   6202           6202       -303.741       0.147867              1
   6423           6423       -305.075        1.33351              1
   6487           6487       -305.439       0.364132              1
   6550           6550       -305.768       0.328896              1
   6604           6604       -305.789      0.0205466              1
   6692           6692        -306.73       0.941123              1
   6820           6820        -306.77      0.0403355              1
   6874           6874       -307.421       0.651301              1
   7101           7101       -308.122       0.700229              1
   7347           7347       -308.307        0.18519              1
   7368           7368       -308.626       0.319098              1
   7617           7617       -308.912        0.28611              1
   7730           7730       -308.939      0.0266133              1
   7923           7923       -309.535       0.596781              1
   8032           8032       -310.626        1.09064              1
   8555           8555       -311.535       0.908751              1
   8568           8568       -311.968       0.433304              1
   8720           8720       -312.548       0.580054              1
   8808           8808       -313.254       0.705463              1
   8887           8887       -313.975       0.721037              1
   8904           8904       -314.268       0.293296              1
   9047           9047        -314.36      0.0919919              1
   9678           9678       -314.635       0.275219              1
  10092          10092       -315.039       0.404131              1

   Gen:        Fevals:          Best:   Improvement:     Mutations:
  10410          10410       -315.472        0.43244              1
  10970          10970       -316.486        1.01417              1
  11126          11126       -317.106       0.620289              1
  11372          11372       -317.583       0.477308              1
  11414          11414       -317.602      0.0182545              1
  11953          11953       -317.663      0.0614796              1
  12307          12307       -317.972         0.3085              1
  12607          12607       -318.598       0.626837              1
  12687          12687       -318.656      0.0577953              1
  12943          12943       -318.835       0.178817              1
  13344          13344       -318.884       0.048795              1
  13423          13423       -318.912       0.028243              1
  13462          13462       -319.389       0.476993              1
  13977          13977       -320.395        1.00541              1
  14821          14821       -320.537       0.142713              1
  14934          14934       -320.553      0.0158155              1
  14996          14996       -320.736       0.183285              1
  15522          15522       -320.772      0.0360622              1
  15902          15902       -321.078       0.306107              1
  15956          15956       -321.107      0.0281721              1
  16110          16110       -321.718       0.611163              1
  16421          16421       -321.748      0.0297728              1
  16439          16439       -322.869        1.12188              1
  16918          16918       -323.802       0.932216              1
  17335          17335       -323.876      0.0746821              1
  17542          17542       -324.858       0.982092              1
  17606          17606       -324.878      0.0193231              1
  17920          17920       -324.883     0.00528602              1
  18358          18358       -324.952      0.0686643              1
  18497          18497       -325.057       0.105632              1
  18757          18757       -325.231        0.17336              1
  18867          18867       -325.399       0.168756              1
  18881          18881       -325.682       0.282178              1
  18987          18987       -325.708      0.0258527              1
  20298          20298       -325.733      0.0258999              1
  21703          21703       -325.884       0.150905              1
  22358          22358       -326.234       0.350096              1
  22962          22962       -326.252      0.0180396              1
  23035          23035       -326.293       0.040155              1
  24144          24144       -326.416       0.122939              1
  24308          24308       -326.423     0.00794138              1
  24445          24445       -326.457      0.0339833              1
  24722          24722         -326.5      0.0424109              1
  25071          25071         -326.5    8.24392e-06              1
  25451          25451       -326.524       0.024057              1
  25517          25517       -327.139       0.614706              1
  25675          25675       -327.185      0.0459843              1
  26179          26179       -327.243      0.0588406              1
  27060          27060       -327.337      0.0938327              1
  30602          30602       -327.488       0.150365              1

   Gen:        Fevals:          Best:   Improvement:     Mutations:
  33080          33080       -327.551       0.063639              1
  33430          33430       -327.699       0.147179              1
  33458          33458       -327.762      0.0630654              1
  33583          33583       -328.494       0.732386              1
  34475          34475       -328.504     0.00959505              1
  36303          36303       -328.513     0.00980098              1
  36812          36812       -328.565      0.0513326              1
  37274          37274       -328.643      0.0780344              1
  37906          37906        -328.67      0.0277525              1
  43098          43098       -328.675     0.00490564              1
  43168          43168       -328.818       0.142123              1
  44491          44491        -328.84      0.0226059              1
  45658          45658       -328.875      0.0351547              1
  49049          49049       -328.923      0.0475599              1
  49705          49705        -328.93     0.00756934              1
  52566          52566       -328.935     0.00464559              1
  56054          56054       -328.961      0.0255276              1
  56840          56840       -328.965     0.00398656              1
  58183          58183       -329.034      0.0698966              1
  58912          58912       -329.105      0.0709275              1
  59830          59830       -329.116      0.0109226              1
  68373          68373       -329.152      0.0354978              1
  70210          70210       -329.267       0.115521              1
  71968          71968       -329.269      0.0020692              1
  74207          74207        -329.27    0.000267782              1
  76269          76269       -329.292      0.0224743              1
  78369          78369       -329.352      0.0598833              1
  82369          82369       -329.397      0.0451974              1
  82395          82395         -329.4     0.00252547              1
  84389          84389       -329.436      0.0364193              1
  85309          85309       -329.436    8.85604e-05              1
  85431          85431       -329.439     0.00284101              1
  85443          85443       -329.483      0.0439222              1
  87829          87829       -329.505      0.0220655              1
  90765          90765       -329.518      0.0133147              1
  93738          93738        -329.52     0.00138326              1
  93786          93786       -329.522     0.00176585              1
  94012          94012       -329.522    0.000620819              1
  95987          95987       -329.523     0.00127152              1
  96873          96873       -329.552      0.0282107              1
  97567          97567       -329.575      0.0238494              1
  97897          97897       -329.581     0.00551787              1
  98368          98368       -329.598      0.0173999              1
 101536         101536       -329.608       0.010093              1
 106404         106404       -329.623       0.014342              1
 108549         108549       -329.623    0.000514502              1
 108590         108590       -329.628     0.00471467              1
 110920         110920       -329.629     0.00084786              1
 117076         117076       -329.631     0.00216635              1
 120029         120029       -329.636     0.00511254              1

   Gen:        Fevals:          Best:   Improvement:     Mutations:
 120598         120598       -329.637     0.00122368              1
 121215         121215        -329.64     0.00234154              1
 122234         122234       -329.659      0.0190245              1
 122326         122326       -329.691      0.0321817              1
 122912         122912       -329.708      0.0169725              1
 123424         123424       -329.745       0.037121              1
 124256         124256       -329.768      0.0225948              1
 130083         130083        -329.77     0.00252269              1
 131890         131890       -329.771    0.000510287              1
 133033         133033       -329.773     0.00253083              1
 134905         134905       -329.778     0.00439927              1
 136149         136149       -329.778    0.000134967              1
 137440         137440       -329.778     0.00066256              1
 138548         138548       -329.782     0.00402273              1
 141929         141929       -329.785      0.0029125              1
 142027         142027       -329.786    0.000190395              1
 146798         146798       -329.791     0.00543834              1
 147205         147205       -329.804      0.0134961              1
 148711         148711       -329.838        0.03359              1
 150963         150963        -329.84     0.00163966              1
 153832         153832       -329.848     0.00782918              1
 159140         159140       -329.848    0.000305462              1
 163962         163962       -329.849     0.00158234              1
 168091         168091       -329.853     0.00373022              1
 174620         174620        -329.86     0.00671247              1
 178909         178909       -329.863     0.00301011              1
 184450         184450       -329.864      0.0012708              1
 184810         184810       -329.865    0.000650482              1
 186160         186160       -329.866    0.000727952              1
 188889         188889       -329.873     0.00778602              1
 197314         197314       -329.895      0.0217035              1
 198374         198374       -329.895    1.89601e-05              1
 200746         200746       -329.899     0.00359257              1
 205411         205411        -329.91      0.0109401              1
 205866         205866       -329.914     0.00431256              1
 220599         220599       -329.914    1.23066e-06              1
 226226         226226       -329.914    6.25354e-05              1
 227707         227707       -329.914    7.34264e-05              1
 236908         236908       -329.922     0.00755141              1
 237940         237940       -329.922     0.00014766              1
 243324         243324       -329.923    0.000834288              1
 259480         259480       -329.924     0.00136213              1
 268571         268571       -329.925    0.000878049              1
 269158         269158       -329.925     9.0408e-05              1
 270942         270942       -329.925    0.000354844              1
 277569         277569       -329.926     0.00117313              1
 278360         278360       -329.929     0.00237616              1
 282387         282387       -329.932     0.00317471              1
 284526         284526       -329.934     0.00194743              1
 299515         299515       -329.936     0.00245569              1

   Gen:        Fevals:          Best:   Improvement:     Mutations:
 302981         302981       -329.944      0.0072208              1
 306851         306851       -329.944    0.000574883              1
 308086         308086       -329.946     0.00213828              1
 311158         311158       -329.952     0.00575247              1
 315357         315357       -329.952    0.000268259              1
 316588         316588        -329.96     0.00755654              1
 317662         317662       -329.961    0.000910795              1
 331115         331115       -329.963     0.00182048              1
 341072         341072       -329.964     0.00141397              1
 343441         343441       -329.964    0.000194803              1
 344764         344764       -329.964    0.000100419              1
 357276         357276       -329.968     0.00384482              1
 359157         359157       -329.969    0.000714361              1
 362528         362528       -329.971     0.00202708              1
 364600         364600       -329.971    0.000287577              1
 387956         387956       -329.971    0.000149442              1
 389173         389173       -329.971    5.34267e-05              1
 391771         391771       -329.972     0.00070445              1
 401572         401572       -329.972    0.000160595              1
 402477         402477       -329.976     0.00385944              1
 402832         402832       -329.977    0.000426065              1
 409293         409293       -329.977    3.98085e-05              1
 412836         412836       -329.977     1.2863e-05              1
 413714         413714       -329.978     0.00178876              1
 429822         429822       -329.979    0.000862223              1
 435550         435550       -329.979    1.52281e-05              1
 462401         462401       -329.981     0.00218176              1
 463110         463110       -329.981    3.11396e-05              1
 466911         466911       -329.982    0.000363623              1
 483580         483580       -329.982    2.02853e-05              1
