Gen:        Fevals:          Best:   Improvement:     Mutations:
    199            199       -120.809       0.043669              1
    219            219       -120.845       0.035513              1
    238            238        -120.86      0.0151545              1
    243            243       -120.899      0.0395786              1
    264            264       -121.013       0.113549              1
    265            265       -121.101      0.0882764              2
    270            270       -121.277       0.176039              1
    271            271       -121.308      0.0306741              1
    278            278        -121.37      0.0619251              2
    292            292       -121.399      0.0286786              2
    296            296       -121.493      0.0948249              1
    311            311       -121.554      0.0606451              1
    315            315       -121.875       0.320624              2
    316            316       -121.975       0.100063              1
    323            323       -121.981     0.00650252              1
    324            324       -122.073      0.0921189              2
    350            350       -122.469       0.395387              1
    353            353       -122.631       0.161859              1
    360            360       -122.633     0.00242064              1
    363            363       -122.723       0.090345              2
    367            367       -122.737      0.0132932              1
    381            381       -122.758      0.0215273              1
    384            384       -122.971       0.212968              2
    401            401       -123.001      0.0301934              1
    410            410       -123.054      0.0529277              1
    420            420       -123.135      0.0803948              1
    427            427       -123.578       0.443523              2
    431            431       -123.637      0.0585452              1
    449            449       -123.795       0.158515              1
    456            456       -123.973        0.17731              2
    465            465       -124.095       0.122623              1
    468            468       -124.193      0.0980845              1
    503            503       -124.201     0.00753408              1
    521            521       -124.208     0.00680987              1
    554            554       -124.227      0.0191911              1
    558            558       -124.287      0.0603912              1
    561            561       -124.445       0.157825              1
    562            562       -124.509      0.0635248              1
    597            597       -124.518        0.00938              1
    606            606       -124.548      0.0299598              1
    607            607       -124.584      0.0361263              1

   Gen:        Fevals:          Best:   Improvement:     Mutations:
    617            617         -124.7       0.116113              1
    648            648       -124.749      0.0485329              1
    650            650       -124.775      0.0261612              1
    661            661        -124.84      0.0651772              1
    666            666       -124.913      0.0728942              1
    682            682       -125.007      0.0939171              1
    690            690       -125.045      0.0379739              1
    697            697       -125.126      0.0808528              1
    710            710        -125.46       0.334233              1
    711            711       -125.465     0.00472172              1
    748            748       -125.496      0.0314705              1
    782            782       -125.501     0.00456489              1
    822            822       -125.562      0.0617775              1
    829            829       -125.825       0.262248              1
    833            833       -126.526       0.701849              1
    844            844       -126.619      0.0920644              1
    851            851       -126.901       0.282846              1
    853            853       -127.108       0.206239              1
    859            859       -127.121      0.0138373              1
    881            881        -127.19      0.0680899              3
    888            888       -127.214      0.0245675              1
    930            930       -127.215    0.000701632              1
    933            933       -127.388       0.172688              1
    972            972       -127.795       0.407242              2
    974            974       -127.865      0.0699504              1
    980            980       -127.874     0.00903845              1
   1020           1020       -127.878     0.00385869              1
   1029           1029       -128.011       0.132981              1
   1059           1059       -128.014      0.0034306              1
   1075           1075       -128.034      0.0201517              1
   1118           1118        -128.09       0.055395              1
   1146           1146       -128.161       0.071483              1
   1150           1150        -128.36       0.199374              1
   1152           1152       -128.419       0.058977              1
   1153           1153       -128.429     0.00964109              1
   1184           1184        -128.43     0.00112422              1
   1204           1204        -128.44     0.00975307              1
   1213           1213       -128.501      0.0608553              1
   1223           1223       -128.754       0.253089              1
   1280           1280       -128.774      0.0204505              1
   1305           1305        -128.86      0.0855627              1
   1347           1347       -128.901      0.0408113              1
   1350           1350       -128.934      0.0328443              1
   1361           1361       -128.947      0.0137892              2
   1443           1443       -129.968        1.02117              1
   1446           1446       -129.984      0.0151932              1
   1453           1453       -129.998      0.0139977              1
   1462           1462       -130.265       0.267669              1
   1481           1481       -130.629       0.364104              1
   1524           1524       -130.935       0.305932              1

   Gen:        Fevals:          Best:   Improvement:     Mutations:
   1548           1548       -130.971      0.0358661              1
   1555           1555       -130.972     0.00113157              1
   1571           1571           -131      0.0279766              1
   1630           1630       -131.043      0.0426594              1
   1632           1632       -131.044    0.000992535              1
   1676           1676       -131.077        0.03317              1
   1677           1677       -131.242       0.165062              1
   1679           1679       -131.297      0.0543229              1
   1681           1681       -131.311      0.0143821              1
   1690           1690       -131.311    0.000206719              1
   1691           1691       -131.398      0.0872326              1
   1693           1693       -131.514       0.115751              1
   1763           1763       -131.596      0.0815015              1
   1782           1782       -131.634      0.0383064              1
   1786           1786       -131.663      0.0291381              1
   1791           1791       -131.755      0.0923075              1
   1868           1868       -131.772      0.0162657              1
   1900           1900       -131.943       0.170884              1
   1976           1976       -132.006      0.0631499              1
   2009           2009       -132.034      0.0279361              1
   2021           2021       -132.043     0.00962166              1
   2131           2131        -132.09       0.046422              1
   2165           2165       -132.098     0.00831133              1
   2198           2198       -132.103     0.00462688              1
   2308           2308       -132.158      0.0556558              1
   2323           2323       -132.311        0.15242              1
   2327           2327        -132.35      0.0391664              1
   2328           2328       -132.392      0.0425892              1
   2360           2360       -132.403      0.0102282              1
   2367           2367       -132.425      0.0220183              1
   2402           2402        -132.43     0.00555792              1
   2457           2457        -132.45      0.0197266              1
   2466           2466       -132.455     0.00540547              2
   2504           2504       -132.462     0.00648874              1
   2563           2563       -132.483       0.020686              1
   2587           2587       -132.517      0.0339937              1
   2609           2609       -132.802        0.28524              1
   2622           2622       -132.853      0.0513694              1
   2632           2632       -132.881      0.0276504              1
   2664           2664       -132.916      0.0350179              1
   2693           2693       -132.929      0.0133836              1
   2776           2776       -132.998      0.0685735              1
   2819           2819       -133.068      0.0704231              1
   2829           2829       -133.081      0.0129396              1
   2842           2842       -133.132      0.0507541              1
   2849           2849       -133.233       0.101189              1
   2917           2917       -133.246      0.0132462              1
   2984           2984       -133.247    0.000313147              1
   3040           3040       -133.384       0.137766              1
   3079           3079       -133.394     0.00914397              1

   Gen:        Fevals:          Best:   Improvement:     Mutations:
   3109           3109       -133.481        0.08712              2
   3239           3239       -133.515      0.0338765              1
   3266           3266       -133.522     0.00789188              1
   3439           3439       -133.584      0.0612848              1
   3457           3457       -133.668      0.0837955              1
   3502           3502       -133.744      0.0766628              1
   3528           3528       -134.037       0.292948              1
   3587           3587       -134.158       0.121019              1
   3620           3620        -134.18      0.0215794              1
   3654           3654       -134.182     0.00176955              1
   3754           3754       -134.198      0.0162357              1
   4000           4000       -134.221      0.0235714              1
   4017           4017       -134.289      0.0678854              1
   4059           4059       -134.317      0.0273125              1
   4061           4061       -134.445       0.128564              1
   4076           4076       -134.507      0.0621383              1
   4227           4227       -134.532      0.0246125              1
   4256           4256        -134.56      0.0278468              1
   4274           4274       -134.593      0.0330618              1
   4517           4517       -134.641      0.0478902              1
   4565           4565       -134.653      0.0126487              1
   4567           4567       -134.669      0.0155228              1
   4568           4568         -134.7      0.0307283              1
   4697           4697       -134.724       0.024728              1
   4708           4708       -134.746      0.0218077              1
   4730           4730       -134.748     0.00182363              1
   4735           4735       -134.749     0.00125856              1
   4798           4798       -134.965       0.215397              1
   4922           4922       -134.989      0.0241304              1
   4973           4973       -135.024      0.0355827              1
   5032           5032       -135.074      0.0496542              1
   5291           5291       -135.274       0.199686              1
   5467           5467       -135.316      0.0427681              1
   5480           5480       -135.317     0.00111161              1
   5482           5482       -135.344      0.0262594              1
   5513           5513       -135.435      0.0909423              2
   5611           5611       -135.458      0.0235371              1
   5617           5617       -135.511      0.0527001              1
   5821           5821        -135.53      0.0188429              1
   5844           5844       -135.538     0.00799402              1
   6148           6148       -135.547     0.00974248              1
   6158           6158       -135.555     0.00703915              1
   6223           6223       -135.558     0.00325886              1
   6225           6225       -135.652      0.0937394              1
   6429           6429       -135.719      0.0679344              1
   6495           6495        -135.72    0.000470871              1
   6563           6563       -135.906       0.186137              1
   6613           6613       -135.977      0.0708659              1
   6671           6671       -136.054      0.0773566              1
   6682           6682       -136.202       0.147659              1

   Gen:        Fevals:          Best:   Improvement:     Mutations:
   6736           6736       -136.224      0.0221384              1
   6798           6798       -136.373       0.148549              1
   6951           6951         -136.5       0.126897              2
   7146           7146       -136.505     0.00512764              1
   7181           7181       -136.547      0.0428273              1
   7323           7323       -136.589      0.0411218              1
   7555           7555       -136.619      0.0304999              1
   7949           7949       -136.792       0.172479              1
   8154           8154       -136.859      0.0671006              1
   8235           8235       -136.861     0.00208355              1
   8282           8282       -136.914        0.05322              1
   8467           8467       -136.931        0.01676              1
   8549           8549       -136.994      0.0634543              1
   8614           8614       -137.004     0.00941678              1
   9233           9233       -137.025      0.0209841              1
   9264           9264       -137.053      0.0283071              1
   9509           9509        -137.07      0.0171499              1
   9524           9524        -137.13      0.0597406              1
   9530           9530       -137.204      0.0741813              1
   9657           9657       -137.218      0.0142899              1
   9749           9749       -137.232      0.0140186              1
  10151          10151       -137.236     0.00355349              1
  11194          11194       -137.284      0.0477917              1
  11213          11213       -137.339      0.0553851              1
  11385          11385        -137.51       0.170641              1
  11540          11540       -137.553      0.0428542              1
  11575          11575       -137.605      0.0527439              1
  11607          11607       -137.679      0.0738358              1
  12218          12218       -137.685     0.00632909              1
  12510          12510       -137.689     0.00309361              1
  12522          12522       -137.762      0.0733785              1
  12596          12596       -137.773      0.0106233              1
  12682          12682       -137.784      0.0115668              1
  12820          12820       -137.789     0.00496036              1
  13067          13067        -137.83      0.0412626              1
  13602          13602       -137.859      0.0290378              1
  14285          14285       -137.894      0.0349997              1
  14446          14446       -137.896     0.00148493              1
  15218          15218       -137.907       0.011567              1
  15251          15251       -137.986      0.0782158              1
  15287          15287       -137.994     0.00803475              1
  15386          15386       -138.011      0.0173343              1
  15528          15528       -138.025      0.0138694              1
  15831          15831       -138.025    0.000135418              1
  16229          16229       -138.051      0.0262026              1
  17338          17338       -138.118      0.0672067              1
  17437          17437       -138.165      0.0462297              1
  18748          18748        -138.18      0.0149232              1
  18779          18779       -138.247      0.0674535              1
  19242          19242        -138.25     0.00306165              1

   Gen:        Fevals:          Best:   Improvement:     Mutations:
  20041          20041       -138.252     0.00173298              1
  20049          20049       -138.286      0.0341829              1
  20256          20256        -138.31      0.0239177              1
  20867          20867       -138.347      0.0373288              1
  21438          21438       -138.351     0.00424703              1
  21486          21486        -138.36      0.0084079              1
  21672          21672       -138.424      0.0645099              1
  21706          21706       -138.435      0.0109185              1
  21880          21880       -138.548       0.112978              1
  21982          21982       -138.586      0.0377166              1
  22898          22898       -138.619      0.0327249              1
  22938          22938        -138.62     0.00109825              1
  23132          23132       -138.691      0.0708649              1
  23705          23705       -138.777      0.0863643              1
  23946          23946       -138.786     0.00853222              1
  24757          24757       -138.796      0.0100802              1
  25410          25410       -138.817      0.0216925              1
  25826          25826       -138.821     0.00319482              1
  26040          26040       -138.855      0.0342953              1
  26428          26428       -138.855    9.46246e-05              1
  26430          26430       -138.866      0.0106035              1
  26654          26654       -138.888      0.0219426              1
  27830          27830       -138.889     0.00184941              1
  29048          29048       -138.896     0.00663512              1
  29174          29174       -138.898     0.00238261              1
  29528          29528        -138.92      0.0218152              1
  29977          29977        -138.92    5.58896e-05              1
  30541          30541       -138.932      0.0120881              1
  31340          31340       -138.939     0.00654348              1
  33830          33830       -138.975      0.0356612              1
  34053          34053       -139.035      0.0603593              1
  34197          34197       -139.156       0.120902              1
  34510          34510       -139.173      0.0170452              1
  35126          35126       -139.173    5.01202e-05              1
  36485          36485       -139.177     0.00427225              1
  36850          36850       -139.191      0.0137312              1
  36911          36911       -139.201      0.0103631              1
  38157          38157       -139.204     0.00234733              1
  39319          39319       -139.217       0.013542              1
  39356          39356       -139.225     0.00817403              1
  39428          39428       -139.263      0.0372338              1
  40008          40008        -139.29      0.0274727              1
  41333          41333       -139.293     0.00319668              1
  43760          43760       -139.293    0.000148974              1
  44949          44949       -139.338      0.0449508              1
  45208          45208       -139.346      0.0080177              1
  45229          45229       -139.367      0.0209426              1
  46373          46373       -139.376     0.00882491              1
  49426          49426       -139.377    0.000812187              1
  50038          50038       -139.432      0.0548222              1

   Gen:        Fevals:          Best:   Improvement:     Mutations:
  50072          50072       -139.434     0.00181629              1
  50904          50904       -139.458       0.024901              1
  52932          52932       -139.494      0.0353446              1
  56306          56306       -139.534      0.0400482              1
  58155          58155       -139.543     0.00892176              1
  59587          59587       -139.544     0.00123184              1
  59950          59950       -139.557      0.0125123              1
  60009          60009        -139.57        0.01322              1
  61557          61557       -139.593      0.0228271              1
  64396          64396       -139.596     0.00329973              1
  65110          65110       -139.601     0.00472328              1
  66204          66204       -139.603     0.00230648              1
  67328          67328       -139.703       0.100144              1
  67872          67872       -139.712     0.00907628              1
  71332          71332       -139.712    5.04005e-05              1
  72634          72634       -139.718     0.00553256              1
  73716          73716       -139.718    0.000421539              1
  75017          75017       -139.724     0.00563176              1
  76759          76759       -139.724    0.000344204              1
  81728          81728       -139.799      0.0748936              1
  86032          86032       -139.799    7.28971e-05              1
  88108          88108       -139.806     0.00646497              1
  89078          89078       -139.813     0.00780044              1
  90304          90304       -139.814     0.00116133              1
  93059          93059       -139.815    0.000125983              1
  93166          93166       -139.816     0.00095502              1
  97016          97016        -139.83      0.0139754              1
  99374          99374       -139.839     0.00982251              1
 112443         112443       -139.848     0.00878158              1
 117480         117480       -139.851     0.00314592              1
 119743         119743       -139.856     0.00451232              1
 120284         120284       -139.859     0.00362785              1
 130019         130019       -139.861     0.00166576              1
 130061         130061       -139.874      0.0132788              1
 138954         138954       -139.876     0.00120052              1
 141887         141887       -139.877     0.00121929              1
 142492         142492       -139.877    0.000270235              1
 145691         145691       -139.881     0.00356434              1
 145943         145943       -139.883     0.00240727              1
 145989         145989       -139.888     0.00506112              1
 150917         150917       -139.889    0.000879112              1
 154040         154040       -139.889      5.493e-05              1
 154311         154311        -139.89     0.00113818              1
 161482         161482       -139.893     0.00311976              1
 165260         165260       -139.894    0.000898394              1
 165747         165747       -139.895    0.000387046              1
 166212         166212       -139.896     0.00129846              1
 174168         174168       -139.896    1.10974e-05              1
 184162         184162       -139.897    0.000705871              1
 184621         184621       -139.897    2.02223e-05              1

   Gen:        Fevals:          Best:   Improvement:     Mutations:
 185862         185862       -139.897    3.53523e-06              1
 192275         192275       -139.897    0.000485052              1
 193781         193781       -139.897    0.000108856              1
 195155         195155        -139.91      0.0131586              1
 196643         196643       -139.918     0.00752677              1
 200809         200809       -139.921     0.00321182              1
 203072         203072       -139.922     0.00046021              1
 221679         221679       -139.923     0.00151598              1
 227228         227228       -139.925     0.00173963              1
 229874         229874       -139.933      0.0081808              1
 229965         229965       -139.934     0.00125055              1
 239042         239042       -139.934    4.26812e-05              1
 248738         248738       -139.935     0.00109599              1
 258201         258201        -139.94     0.00486359              1
 261984         261984        -139.94    7.63348e-05              1
 264699         264699       -139.944      0.0032217              1
 273476         273476       -139.944    1.49592e-05              1
 292628         292628       -139.944    0.000109974              1
 294768         294768       -139.949      0.0057656              1
 299457         299457       -139.951     0.00110295              1
 301743         301743       -139.951    0.000152163              1
 301852         301852       -139.951     0.00024722              1
 307741         307741       -139.951     2.1215e-05              1
 312333         312333       -139.959     0.00796563              1
 312774         312774       -139.959    0.000285031              1
 319206         319206       -139.962     0.00229362              1
 335837         335837       -139.962    0.000553651              1
 339742         339742       -139.964     0.00184641              1
 344153         344153       -139.964    8.31967e-07              1
 347685         347685       -139.964    7.14604e-06              1
 354280         354280       -139.964    9.53233e-05              1
 371709         371709       -139.964    0.000411622              1
 376056         376056       -139.964    4.54934e-05              1
 405775         405775       -139.965    3.56499e-05              1
 411577         411577       -139.965     6.8558e-05              1
 427080         427080       -139.965    8.51889e-05              1
 433022         433022       -139.966     0.00132222              1
 444135         444135       -139.966    0.000332222              1
 465187         465187       -139.966    7.83527e-05              1
 465994         465994       -139.967    0.000186796              1
 467708         467708       -139.967    0.000635601              1
 479218         479218       -139.969     0.00134932              2
 490558         490558       -139.969    8.32823e-05              1
 496433         496433       -139.969    7.48085e-05              1
