Gen:        Fevals:         gbest:     Mean Vel.:    Mean lbest:    Avg. Dist.:
   2276          68280       -139.999    1.02432e-06       -139.999    3.11274e-05
   2277          68310       -139.999    1.04201e-06       -139.999    3.35879e-05
   2278          68340       -139.999    9.02058e-07       -139.999    2.80783e-05
   2279          68370       -139.999    7.62951e-07       -139.999    3.10153e-05
   2280          68400       -139.999    8.14327e-07       -139.999    2.98063e-05
   2281          68430       -139.999    9.74193e-07       -139.999    2.94873e-05
   2282          68460       -139.999    9.28961e-07       -139.999    2.84713e-05
   2283          68490       -139.999    7.35237e-07       -139.999    2.71932e-05
   2284          68520       -139.999    8.08199e-07       -139.999    2.78729e-05
   2285          68550       -139.999    5.37163e-07       -139.999    2.80629e-05
   2286          68580       -139.999    7.08101e-07       -139.999    2.83675e-05
   2287          68610       -139.999    5.37554e-07       -139.999    2.88691e-05
   2288          68640       -139.999    6.90685e-07       -139.999    2.73042e-05
   2289          68670       -139.999    7.05519e-07       -139.999    2.98398e-05
   2290          68700       -139.999    5.66947e-07       -139.999     2.8486e-05
   2291          68730       -139.999    7.80151e-07       -139.999    2.75313e-05
   2292          68760       -139.999    8.75817e-07       -139.999    2.65581e-05
   2293          68790       -139.999    9.36019e-07       -139.999    2.59915e-05
   2294          68820       -139.999    8.91769e-07       -139.999    2.40616e-05
   2295          68850       -139.999     8.6173e-07       -139.999    2.50686e-05
   2296          68880       -139.999    8.17735e-07       -139.999    2.59179e-05
   2297          68910       -139.999    8.83419e-07       -139.999    2.58115e-05
   2298          68940       -139.999    6.11727e-07       -139.999    2.63155e-05
   2299          68970       -139.999    1.26511e-06       -139.999    2.67262e-05
   2300          69000       -139.999    8.87909e-07       -139.999    2.73952e-05

   Gen:        Fevals:         gbest:     Mean Vel.:    Mean lbest:    Avg. Dist.:
   2301          69030           -140    6.98805e-07       -139.999    2.51479e-05
   2302          69060           -140     6.6988e-07       -139.999    2.46083e-05
   2303          69090           -140    4.93933e-07       -139.999    2.47924e-05
   2304          69120           -140    2.78732e-06       -139.999     2.4953e-05
   2305          69150           -140    1.60274e-06       -139.999    2.50595e-05
   2306          69180           -140    2.05251e-06       -139.999    2.31102e-05
   2307          69210           -140    2.05641e-06       -139.999    2.44199e-05
   2308          69240           -140    1.75627e-06       -139.999    2.37834e-05
   2309          69270           -140    1.77071e-06       -139.999    2.23348e-05
   2310          69300           -140    2.06961e-06       -139.999    2.26066e-05
   2311          69330           -140    2.11483e-06       -139.999     2.1892e-05
   2312          69360           -140    1.93113e-06       -139.999    2.24134e-05
   2313          69390           -140    1.85933e-06       -139.999    2.18654e-05
   2314          69420           -140    1.76557e-06       -139.999    2.06594e-05
   2315          69450           -140    2.08366e-06       -139.999    2.09273e-05
   2316          69480           -140    1.99887e-06       -139.999    2.00614e-05
   2317          69510           -140    2.17853e-06       -139.999    2.09454e-05
   2318          69540           -140    2.58696e-06       -139.999    2.08683e-05
   2319          69570           -140    2.40337e-06       -139.999    2.00229e-05
   2320          69600           -140    2.34247e-06       -139.999     1.9539e-05
   2321          69630           -140    2.68376e-06       -139.999    2.01445e-05
   2322          69660           -140    1.65299e-06       -139.999    1.98825e-05
   2323          69690           -140     2.4169e-06       -139.999     1.9728e-05
   2324          69720           -140    2.22244e-06       -139.999    2.05357e-05
   2325          69750           -140     2.2774e-06       -139.999    1.95652e-05
   2326          69780           -140    2.46543e-06       -139.999    1.94134e-05
   2327          69810           -140    1.83056e-06       -139.999    1.88648e-05
   2328          69840           -140    2.26186e-06       -139.999    2.00301e-05
   2329          69870           -140    2.03678e-06           -140    1.84014e-05
   2330          69900           -140    2.25678e-06           -140    2.01059e-05
   2331          69930           -140    1.89919e-06           -140    1.93024e-05
   2332          69960           -140    1.90422e-06           -140    2.01575e-05
   2333          69990           -140    2.43875e-06           -140    1.91673e-05
   2334          70020           -140    1.83562e-06           -140    1.99528e-05
   2335          70050           -140    2.54733e-06           -140    1.96128e-05
   2336          70080           -140    1.68575e-06           -140    2.02914e-05
   2337          70110           -140    2.17204e-06           -140    1.91331e-05
   2338          70140           -140    1.67821e-06           -140    1.81228e-05
   2339          70170           -140    1.67558e-06           -140    1.91243e-05
   2340          70200           -140    1.54937e-06           -140    2.04454e-05
   2341          70230           -140    1.86538e-06           -140    1.92015e-05
   2342          70260           -140     1.6316e-06           -140    1.93263e-05
   2343          70290           -140    1.70122e-06           -140     1.9263e-05
   2344          70320           -140    1.47158e-06           -140    1.88841e-05
   2345          70350           -140    1.47719e-06           -140    1.83961e-05
   2346          70380           -140    1.43696e-06           -140    2.00265e-05
   2347          70410           -140    2.01266e-06           -140    1.87961e-05
   2348          70440           -140    1.05345e-06           -140    1.91495e-05
   2349          70470           -140     1.7597e-06           -140    1.86732e-05
   2350          70500           -140    1.42384e-06           -140    1.84565e-05

   Gen:        Fevals:         gbest:     Mean Vel.:    Mean lbest:    Avg. Dist.:
   2351          70530           -140    1.31359e-06           -140     1.8923e-05
   2352          70560           -140    1.20164e-06           -140    1.85672e-05
   2353          70590           -140    1.47046e-06           -140    1.86724e-05
   2354          70620           -140    1.47827e-06           -140    1.93004e-05
   2355          70650           -140    1.40415e-06           -140    1.87766e-05
   2356          70680           -140    1.61911e-06           -140    1.85042e-05
   2357          70710           -140    1.37899e-06           -140    1.95137e-05
   2358          70740           -140    1.59905e-06           -140    1.86535e-05
   2359          70770           -140    1.43254e-06           -140    1.98723e-05
   2360          70800           -140     1.3591e-06           -140    1.91846e-05
   2361          70830           -140    1.44499e-06           -140    1.71869e-05
   2362          70860           -140      1.276e-06           -140    1.97363e-05
   2363          70890           -140    8.72104e-07           -140    1.94068e-05
   2364          70920           -140    1.42933e-06           -140    1.99011e-05
   2365          70950           -140    6.84218e-07           -140    1.81282e-05
   2366          70980           -140    1.04827e-06           -140    1.79418e-05
   2367          71010           -140    8.72451e-07           -140    1.89242e-05
   2368          71040           -140    1.02248e-06           -140    1.84779e-05
   2369          71070           -140    7.46817e-07           -140    1.94504e-05
   2370          71100           -140    7.86866e-07           -140    1.75427e-05
   2371          71130           -140    7.71927e-07           -140    1.91192e-05
   2372          71160           -140    6.02915e-07           -140    1.97398e-05
   2373          71190           -140    8.11071e-07           -140    1.81071e-05
   2374          71220           -140    6.66012e-07           -140    1.97983e-05
   2375          71250           -140    7.74446e-07           -140    1.85132e-05
   2376          71280           -140    6.62418e-07           -140    1.88029e-05
   2377          71310           -140    6.16471e-07           -140    1.78437e-05
   2378          71340           -140    3.22184e-07           -140    1.78346e-05
   2379          71370           -140    4.92693e-07           -140    1.82506e-05
   2380          71400           -140    5.81783e-07           -140     1.9501e-05
   2381          71430           -140    4.03218e-07           -140    2.07676e-05
   2382          71460           -140    4.67114e-07           -140    2.05117e-05
   2383          71490           -140    2.99274e-07           -140    1.88068e-05
   2384          71520           -140      2.849e-07           -140    1.91341e-05
   2385          71550           -140     2.1492e-07           -140    2.00806e-05
   2386          71580           -140    2.67602e-07           -140    1.62937e-05
   2387          71610           -140    2.69455e-07           -140    1.81039e-05
   2388          71640           -140    2.39476e-07           -140    1.72096e-05
   2389          71670           -140    2.48793e-07           -140    1.86451e-05
   2390          71700           -140     1.6477e-07           -140    1.75614e-05
   2391          71730           -140    3.66514e-07           -140    1.92912e-05
   2392          71760           -140    2.46928e-07           -140    1.81417e-05
   2393          71790           -140    2.69997e-07           -140    1.79089e-05
   2394          71820           -140    3.12752e-07           -140    1.64622e-05
   2395          71850           -140    2.35959e-07           -140    1.64186e-05
   2396          71880           -140    2.98593e-07           -140    1.62458e-05
   2397          71910           -140    1.66116e-07           -140     1.5947e-05
   2398          71940           -140    5.77501e-07           -140    1.61541e-05
   2399          71970           -140    2.22077e-07           -140    1.55096e-05
   2400          72000           -140    5.45542e-07           -140    1.58167e-05

   Gen:        Fevals:         gbest:     Mean Vel.:    Mean lbest:    Avg. Dist.:
   2401          72030           -140    3.08621e-07           -140    1.50985e-05
   2402          72060           -140    3.90059e-07           -140    1.55634e-05
   2403          72090           -140    2.80326e-07           -140    1.52182e-05
   2404          72120           -140    3.29876e-07           -140    1.47356e-05
   2405          72150           -140    2.55512e-07           -140     1.5071e-05
   2406          72180           -140    2.30322e-07           -140     1.4416e-05
   2407          72210           -140    2.12274e-07           -140    1.51002e-05
   2408          72240           -140    2.02477e-07           -140    1.43445e-05
   2409          72270           -140    2.81582e-07           -140    1.46446e-05
   2410          72300           -140    2.22882e-07           -140    1.49509e-05
   2411          72330           -140    1.82038e-07           -140    1.49674e-05
   2412          72360           -140    3.22594e-07           -140    1.60293e-05
   2413          72390           -140    1.94074e-07           -140    1.57053e-05
   2414          72420           -140    2.14009e-07           -140    1.67324e-05
   2415          72450           -140    2.30569e-07           -140    1.46821e-05
   2416          72480           -140    2.73955e-07           -140    1.52367e-05
   2417          72510           -140    2.57629e-07           -140    1.59859e-05
   2418          72540           -140    2.05733e-07           -140    1.49937e-05
   2419          72570           -140    3.48806e-07           -140    1.61665e-05
   2420          72600           -140    2.41442e-07           -140    1.44503e-05
   2421          72630           -140    2.13369e-07           -140     1.6009e-05
   2422          72660           -140    1.80337e-07           -140    1.40751e-05
   2423          72690           -140    2.59101e-07           -140    1.49975e-05
   2424          72720           -140    1.60846e-07           -140    1.42846e-05
   2425          72750           -140     2.2857e-07           -140    1.44254e-05
   2426          72780           -140    1.55565e-07           -140    1.37326e-05
   2427          72810           -140    1.64637e-07           -140    1.42423e-05
   2428          72840           -140    1.19356e-07           -140    1.41449e-05
   2429          72870           -140    2.53361e-07           -140    1.45313e-05
   2430          72900           -140    2.44505e-07           -140     1.3681e-05
   2431          72930           -140     2.2764e-07           -140    1.45844e-05
   2432          72960           -140    1.60957e-07           -140    1.43449e-05
   2433          72990           -140    2.07131e-07           -140     1.3907e-05
   2434          73020           -140    1.53522e-07           -140    1.43394e-05
   2435          73050           -140    1.64457e-07           -140    1.44676e-05
   2436          73080           -140    2.86778e-07           -140    1.47342e-05
   2437          73110           -140    1.35773e-07           -140    1.48171e-05
   2438          73140           -140    3.07716e-07           -140    1.22955e-05
   2439          73170           -140    2.13875e-07           -140    1.32196e-05
   2440          73200           -140    1.82839e-07           -140    1.33286e-05
   2441          73230           -140    7.02903e-07           -140    1.34694e-05
   2442          73260           -140    3.68812e-07           -140    1.29267e-05
   2443          73290           -140    6.76694e-07           -140    1.29579e-05
   2444          73320           -140    3.71882e-07           -140    1.30232e-05
   2445          73350           -140    5.21844e-07           -140    1.21239e-05
   2446          73380           -140    4.46527e-07           -140    1.31939e-05
   2447          73410           -140     8.0159e-07           -140    1.30573e-05
   2448          73440           -140    4.76404e-07           -140    1.30309e-05
   2449          73470           -140    6.24382e-07           -140    1.29606e-05
   2450          73500           -140    9.82643e-07           -140     1.3179e-05

   Gen:        Fevals:         gbest:     Mean Vel.:    Mean lbest:    Avg. Dist.:
   2451          73530           -140     3.3836e-07           -140     1.3673e-05
   2452          73560           -140    8.45615e-07           -140    1.28071e-05
   2453          73590           -140      7.808e-07           -140    1.31355e-05
   2454          73620           -140    6.91826e-07           -140    1.27627e-05
   2455          73650           -140    7.01985e-07           -140    1.19261e-05
   2456          73680           -140      6.146e-07           -140    1.29732e-05
   2457          73710           -140    8.64824e-07           -140      1.247e-05
   2458          73740           -140     7.8753e-07           -140    1.30499e-05
   2459          73770           -140    5.99841e-07           -140    1.28527e-05
   2460          73800           -140    9.65603e-07           -140    1.27027e-05
   2461          73830           -140    7.24876e-07           -140    1.27664e-05
   2462          73860           -140    7.99121e-07           -140    1.24713e-05
   2463          73890           -140    7.87703e-07           -140    1.27729e-05
   2464          73920           -140    7.75308e-07           -140    1.26041e-05
   2465          73950           -140    7.91783e-07           -140    1.25279e-05
   2466          73980           -140    7.99663e-07           -140    1.23889e-05
   2467          74010           -140    5.46689e-07           -140    1.22304e-05
   2468          74040           -140    9.39935e-07           -140    1.29961e-05
   2469          74070           -140    5.23349e-07           -140    1.28767e-05
   2470          74100           -140    7.19764e-07           -140    1.19251e-05
   2471          74130           -140    6.19328e-07           -140    1.20585e-05
   2472          74160           -140    8.18996e-07           -140    1.21185e-05
   2473          74190           -140    5.89051e-07           -140    1.10009e-05
   2474          74220           -140    6.70611e-07           -140    1.20792e-05
   2475          74250           -140    5.40798e-07           -140    1.13527e-05
   2476          74280           -140    4.96676e-07           -140    1.21896e-05
   2477          74310           -140    5.49495e-07           -140    1.27976e-05
   2478          74340           -140    4.73244e-07           -140    1.23587e-05
   2479          74370           -140    4.68328e-07           -140    1.39801e-05
   2480          74400           -140    3.14601e-07           -140    1.46148e-05
   2481          74430           -140    5.14869e-07           -140    1.29107e-05
   2482          74460           -140     3.4683e-07           -140    1.53302e-05
   2483          74490           -140    3.18001e-07           -140    1.22676e-05
   2484          74520           -140    2.74737e-07           -140    1.36812e-05
   2485          74550           -140    2.50727e-07           -140    1.18514e-05
   2486          74580           -140    3.06902e-07           -140    1.25435e-05
   2487          74610           -140    2.40196e-07           -140     1.3337e-05
   2488          74640           -140    2.81594e-07           -140    1.16985e-05
   2489          74670           -140    1.83187e-07           -140      1.219e-05
   2490          74700           -140    1.50705e-07           -140    1.17772e-05
   2491          74730           -140    2.45934e-07           -140    1.11569e-05
   2492          74760           -140    1.79935e-07           -140    1.13588e-05
   2493          74790           -140    3.51465e-07           -140    9.86594e-06
   2494          74820           -140    2.38298e-07           -140    1.05409e-05
   2495          74850           -140    2.30238e-07           -140    9.98156e-06
   2496          74880           -140    2.03807e-07           -140     1.0008e-05
   2497          74910           -140    1.71834e-07           -140     1.0033e-05
   2498          74940           -140    1.75244e-07           -140    1.05199e-05
   2499          74970           -140    2.89574e-07           -140    1.01831e-05
   2500          75000           -140    2.20323e-07           -140     9.8337e-06

   Gen:        Fevals:         gbest:     Mean Vel.:    Mean lbest:    Avg. Dist.:
   2501          75030           -140     1.7331e-07           -140    9.97508e-06
   2502          75060           -140    2.63242e-07           -140    9.29522e-06
   2503          75090           -140    1.45556e-07           -140    9.44101e-06
   2504          75120           -140    1.74204e-07           -140    9.55947e-06
   2505          75150           -140    1.51332e-07           -140     9.7331e-06
   2506          75180           -140    1.51365e-07           -140    8.95504e-06
   2507          75210           -140    1.99052e-07           -140    9.75044e-06
   2508          75240           -140    1.45009e-07           -140    9.17684e-06
   2509          75270           -140    5.06995e-07           -140    9.78919e-06
   2510          75300           -140    4.23445e-07           -140    9.17073e-06
   2511          75330           -140    4.72559e-07           -140    9.45486e-06
   2512          75360           -140    3.19126e-07           -140    8.99671e-06
   2513          75390           -140    3.63481e-07           -140     9.8948e-06
   2514          75420           -140    2.65115e-07           -140    9.23488e-06
   2515          75450           -140    3.01847e-07           -140    9.94221e-06
   2516          75480           -140    1.84992e-07           -140    1.00805e-05
   2517          75510           -140    2.45357e-07           -140     8.8386e-06
   2518          75540           -140    2.26348e-07           -140    9.86183e-06
   2519          75570           -140    1.68961e-07           -140    8.79791e-06
   2520          75600           -140    1.92885e-07           -140    9.30687e-06
   2521          75630           -140    1.37669e-07           -140    8.76638e-06
   2522          75660           -140    1.02015e-07           -140    8.57353e-06
   2523          75690           -140    1.16127e-07           -140    8.30985e-06
   2524          75720           -140    9.24565e-08           -140    8.26504e-06
   2525          75750           -140    9.49081e-08           -140    8.73713e-06
   2526          75780           -140    2.26329e-07           -140     8.2772e-06
   2527          75810           -140    2.18973e-07           -140     8.2605e-06
   2528          75840           -140    1.64449e-07           -140    7.94351e-06
   2529          75870           -140    2.75716e-07           -140    7.96134e-06
   2530          75900           -140    1.92239e-07           -140    8.09954e-06
   2531          75930           -140    2.04225e-07           -140    8.32991e-06
   2532          75960           -140    1.91393e-07           -140    8.30884e-06
   2533          75990           -140    2.47434e-07           -140    7.89609e-06
   2534          76020           -140    2.17779e-07           -140    8.19141e-06
   2535          76050           -140    1.76538e-07           -140    7.93504e-06
   2536          76080           -140    1.38088e-07           -140    8.00398e-06
   2537          76110           -140    1.22712e-07           -140    7.45938e-06
   2538          76140           -140    8.54297e-08           -140    8.14899e-06
   2539          76170           -140    1.02257e-07           -140    7.67536e-06
   2540          76200           -140    9.43589e-08           -140    8.15042e-06
   2541          76230           -140    1.93229e-07           -140    7.69411e-06
   2542          76260           -140    1.20236e-07           -140    7.53362e-06
   2543          76290           -140    1.23708e-07           -140    7.15746e-06
   2544          76320           -140    1.09174e-07           -140    7.49245e-06
   2545          76350           -140    1.23733e-07           -140    7.03307e-06
   2546          76380           -140     9.3422e-08           -140    7.12759e-06
   2547          76410           -140    1.04957e-07           -140    7.01856e-06
   2548          76440           -140    1.11223e-07           -140    7.20005e-06
   2549          76470           -140    6.15659e-08           -140    7.48302e-06
   2550          76500           -140    9.12377e-08           -140    7.06231e-06

   Gen:        Fevals:         gbest:     Mean Vel.:    Mean lbest:    Avg. Dist.:
   2551          76530           -140    7.82253e-08           -140    6.93272e-06
   2552          76560           -140     7.2746e-08           -140    6.95956e-06
   2553          76590           -140    2.75849e-07           -140    7.49565e-06
   2554          76620           -140    1.62972e-07           -140    7.14516e-06
   2555          76650           -140    2.22402e-07           -140    7.54591e-06
   2556          76680           -140    1.95153e-07           -140    7.57198e-06
   2557          76710           -140    2.38882e-07           -140    6.80528e-06
   2558          76740           -140    2.11804e-07           -140    7.45771e-06
   2559          76770           -140    2.13112e-07           -140    7.29205e-06
   2560          76800           -140    2.12167e-07           -140    7.45069e-06
   2561          76830           -140    3.41125e-07           -140    7.81297e-06
   2562          76860           -140    1.59358e-07           -140    7.16778e-06
   2563          76890           -140    3.57421e-07           -140    7.51795e-06
   2564          76920           -140    2.04384e-07           -140    6.88009e-06
   2565          76950           -140    2.16087e-07           -140    7.22088e-06
   2566          76980           -140    1.45077e-07           -140     6.9118e-06
   2567          77010           -140    2.28945e-07           -140    7.01554e-06
   2568          77040           -140     2.3164e-07           -140    6.76478e-06
   2569          77070           -140    2.52535e-07           -140    6.78648e-06
   2570          77100           -140    2.06043e-07           -140    7.05697e-06
   2571          77130           -140    2.00673e-07           -140    7.35778e-06
   2572          77160           -140    1.58424e-07           -140    7.03847e-06
   2573          77190           -140    2.16663e-07           -140    7.78998e-06
   2574          77220           -140    1.49041e-07           -140    7.40483e-06
   2575          77250           -140    1.48348e-07           -140    7.51547e-06
   2576          77280           -140    2.92105e-07           -140    7.15223e-06
   2577          77310           -140    2.36684e-07           -140    7.60682e-06
   2578          77340           -140     5.5669e-07           -140    7.43135e-06
   2579          77370           -140     3.7101e-07           -140    7.39293e-06
   2580          77400           -140    3.92646e-07           -140    7.13746e-06
   2581          77430           -140    7.86679e-07           -140    6.61625e-06
   2582          77460           -140    5.09728e-07           -140    6.96872e-06
   2583          77490           -140     4.9096e-07           -140    6.59785e-06
   2584          77520           -140    5.65271e-07           -140    6.40665e-06
   2585          77550           -140     4.2402e-07           -140    6.52705e-06
   2586          77580           -140     4.8193e-07           -140    6.64825e-06
   2587          77610           -140    4.38079e-07           -140    6.63017e-06
   2588          77640           -140    4.68561e-07           -140    6.54181e-06
   2589          77670           -140    3.59584e-07           -140    6.81976e-06
   2590          77700           -140     4.4125e-07           -140    6.83601e-06
   2591          77730           -140    4.22899e-07           -140    7.37965e-06
   2592          77760           -140    4.98418e-07           -140    6.88957e-06
   2593          77790           -140    3.44894e-07           -140    7.14583e-06
   2594          77820           -140    5.22438e-07           -140    6.42335e-06
   2595          77850           -140    3.76726e-07           -140     6.9369e-06
   2596          77880           -140    7.87252e-07           -140    6.39284e-06
   2597          77910           -140    4.12027e-07           -140    6.70797e-06
   2598          77940           -140     7.0544e-07           -140    6.88002e-06
   2599          77970           -140    4.76452e-07           -140    6.34022e-06
   2600          78000           -140    5.29467e-07           -140     6.9992e-06

   Gen:        Fevals:         gbest:     Mean Vel.:    Mean lbest:    Avg. Dist.:
   2601          78030           -140    3.99518e-07           -140      6.682e-06
   2602          78060           -140    5.12761e-07           -140    6.81713e-06
   2603          78090           -140    3.92492e-07           -140     6.7971e-06
   2604          78120           -140    4.86922e-07           -140    7.00748e-06
   2605          78150           -140    4.19172e-07           -140    7.25819e-06
   2606          78180           -140    6.76072e-07           -140    6.54562e-06
   2607          78210           -140    6.68584e-07           -140    6.81256e-06
   2608          78240           -140    1.02536e-06           -140    6.83999e-06
   2609          78270           -140     7.1849e-07           -140    7.11807e-06
   2610          78300           -140    1.35044e-06           -140    7.44754e-06
   2611          78330           -140    8.88176e-07           -140    7.20182e-06
   2612          78360           -140    1.21595e-06           -140    7.10099e-06
   2613          78390           -140    8.95735e-07           -140    7.15175e-06
   2614          78420           -140    1.02711e-06           -140    6.99707e-06
   2615          78450           -140    9.03352e-07           -140      7.075e-06
   2616          78480           -140    7.90557e-07           -140    6.30022e-06
   2617          78510           -140    8.02437e-07           -140    6.61394e-06
   2618          78540           -140    9.08971e-07           -140    6.46573e-06
   2619          78570           -140    7.63996e-07           -140    6.28169e-06
   2620          78600           -140    1.16144e-06           -140    6.35066e-06
   2621          78630           -140    8.74684e-07           -140    6.06605e-06
   2622          78660           -140     8.7958e-07           -140    6.82498e-06
   2623          78690           -140    8.84859e-07           -140    5.97723e-06
   2624          78720           -140    8.30415e-07           -140    6.24936e-06
   2625          78750           -140    6.60641e-07           -140    5.85501e-06
   2626          78780           -140    9.78479e-07           -140    5.99793e-06
   2627          78810           -140    7.20828e-07           -140    6.15497e-06
   2628          78840           -140    8.69732e-07           -140    5.30361e-06
   2629          78870           -140    6.95157e-07           -140    6.01743e-06
   2630          78900           -140    6.90234e-07           -140    5.90439e-06
   2631          78930           -140    5.72572e-07           -140    5.65921e-06
   2632          78960           -140    6.27531e-07           -140    6.08565e-06
   2633          78990           -140    6.31255e-07           -140    5.25264e-06
   2634          79020           -140     5.0443e-07           -140    5.32427e-06
   2635          79050           -140    6.57923e-07           -140    5.26657e-06
   2636          79080           -140    5.34655e-07           -140    5.17731e-06
   2637          79110           -140    4.82152e-07           -140    5.22445e-06
   2638          79140           -140    6.77232e-07           -140    5.53721e-06
   2639          79170           -140    7.62769e-07           -140    5.32284e-06
   2640          79200           -140     5.2932e-07           -140    6.43843e-06
   2641          79230           -140    7.56458e-07           -140    6.33733e-06
   2642          79260           -140    5.93866e-07           -140    5.97214e-06
   2643          79290           -140    6.29677e-07           -140    4.64187e-06
   2644          79320           -140    6.11495e-07           -140    5.47757e-06
   2645          79350           -140    5.82134e-07           -140    5.17671e-06
   2646          79380           -140    5.84354e-07           -140    5.02805e-06
   2647          79410           -140    6.00774e-07           -140    5.21262e-06
   2648          79440           -140    5.39603e-07           -140    5.05466e-06
   2649          79470           -140    6.93985e-07           -140    5.19164e-06
   2650          79500           -140     6.3692e-07           -140    5.14277e-06

   Gen:        Fevals:         gbest:     Mean Vel.:    Mean lbest:    Avg. Dist.:
   2651          79530           -140    5.62851e-07           -140    4.78112e-06
   2652          79560           -140    5.06491e-07           -140    4.83618e-06
   2653          79590           -140    4.50886e-07           -140    4.85821e-06
   2654          79620           -140    4.89693e-07           -140    4.67075e-06
   2655          79650           -140    4.87229e-07           -140     4.7631e-06
   2656          79680           -140    3.72848e-07           -140      4.758e-06
   2657          79710           -140    3.18897e-07           -140    4.81575e-06
   2658          79740           -140    2.92936e-07           -140    4.66024e-06
   2659          79770           -140    2.95854e-07           -140    4.70146e-06
   2660          79800           -140    2.15248e-07           -140    4.60566e-06
   2661          79830           -140    2.71653e-07           -140    4.63746e-06
   2662          79860           -140    1.91604e-07           -140    4.56207e-06
   2663          79890           -140    1.81519e-07           -140     4.7415e-06
   2664          79920           -140     2.4859e-07           -140    4.41078e-06
   2665          79950           -140    1.84328e-07           -140    4.48765e-06
   2666          79980           -140    1.34185e-07           -140    4.64192e-06
   2667          80010           -140    1.31542e-07           -140    4.15992e-06
   2668          80040           -140    1.51161e-07           -140    4.51437e-06
   2669          80070           -140    8.85435e-08           -140     4.5405e-06
   2670          80100           -140    1.01939e-07           -140    4.60163e-06
   2671          80130           -140    9.29717e-08           -140     4.5116e-06
   2672          80160           -140    1.09223e-07           -140    4.30203e-06
   2673          80190           -140    8.61854e-08           -140     4.3264e-06
   2674          80220           -140    9.92634e-08           -140    4.40878e-06
   2675          80250           -140    7.40526e-08           -140    4.54745e-06
   2676          80280           -140     1.0734e-07           -140     4.2927e-06
   2677          80310           -140    8.94948e-08           -140    4.38508e-06
   2678          80340           -140    8.10259e-08           -140    4.26841e-06
   2679          80370           -140    8.89386e-08           -140    4.07234e-06
   2680          80400           -140    4.66542e-08           -140    4.18897e-06
   2681          80430           -140    5.36727e-08           -140    4.23111e-06
   2682          80460           -140    3.25911e-08           -140    4.22013e-06
   2683          80490           -140    8.98237e-08           -140    4.34607e-06
   2684          80520           -140     7.0607e-08           -140     4.0542e-06
   2685          80550           -140    5.37426e-08           -140    4.04091e-06
   2686          80580           -140    5.31141e-08           -140    3.94246e-06
   2687          80610           -140    6.22598e-08           -140    3.85297e-06
   2688          80640           -140    4.73973e-08           -140    4.25644e-06
   2689          80670           -140    6.00613e-08           -140    4.21668e-06
   2690          80700           -140    5.02244e-08           -140    4.37607e-06
   2691          80730           -140    5.23193e-08           -140    4.40866e-06
   2692          80760           -140    3.66673e-08           -140     4.2902e-06
   2693          80790           -140     2.6047e-08           -140    4.48206e-06
   2694          80820           -140     3.4558e-08           -140    4.25899e-06
   2695          80850           -140    3.47569e-08           -140    4.08552e-06
   2696          80880           -140    3.27487e-08           -140     4.6519e-06
   2697          80910           -140    2.44191e-08           -140    4.15389e-06
   2698          80940           -140    2.97214e-08           -140    4.67175e-06
   2699          80970           -140    1.97734e-08           -140    4.36395e-06
   2700          81000           -140    2.73559e-08           -140    4.46016e-06

   Gen:        Fevals:         gbest:     Mean Vel.:    Mean lbest:    Avg. Dist.:
   2701          81030           -140    1.68639e-07           -140    4.05208e-06
   2702          81060           -140    1.14855e-07           -140    3.92575e-06
   2703          81090           -140    7.57445e-08           -140    3.89027e-06
   2704          81120           -140    7.87883e-08           -140    3.99748e-06
   2705          81150           -140    7.78886e-08           -140    3.96362e-06
   2706          81180           -140    8.20834e-08           -140    3.82628e-06
   2707          81210           -140    6.74675e-08           -140    3.59067e-06
   2708          81240           -140    7.46828e-08           -140    3.73203e-06
   2709          81270           -140    1.03939e-07           -140    3.77755e-06
   2710          81300           -140    9.12828e-08           -140    3.42811e-06
   2711          81330           -140    8.80406e-08           -140    3.73466e-06
   2712          81360           -140    1.26569e-07           -140    3.53107e-06
   2713          81390           -140     8.0261e-08           -140    3.47737e-06
   2714          81420           -140    1.26218e-07           -140    3.60329e-06
   2715          81450           -140    1.02551e-07           -140    3.33686e-06
   2716          81480           -140    1.09924e-07           -140    3.50612e-06
   2717          81510           -140    1.05117e-07           -140    3.31869e-06
   2718          81540           -140    8.74875e-08           -140    3.32531e-06
   2719          81570           -140    6.15178e-08           -140    3.26005e-06
   2720          81600           -140     9.6794e-08           -140    3.38117e-06
   2721          81630           -140    8.18764e-08           -140    3.38983e-06
   2722          81660           -140    1.16623e-07           -140    3.20821e-06
   2723          81690           -140    7.49009e-08           -140    3.41365e-06
   2724          81720           -140    7.21677e-08           -140    3.03284e-06
   2725          81750           -140    5.52971e-08           -140    3.14097e-06
   2726          81780           -140    4.90401e-08           -140    3.14266e-06
   2727          81810           -140    4.15028e-08           -140    3.27914e-06
   2728          81840           -140    3.93803e-08           -140    3.22116e-06
   2729          81870           -140    4.02179e-08           -140    3.20014e-06
   2730          81900           -140     7.3451e-08           -140    3.18907e-06
   2731          81930           -140    4.39575e-08           -140    3.43701e-06
   2732          81960           -140    6.45432e-08           -140    3.26655e-06
   2733          81990           -140    8.64534e-08           -140    3.47772e-06
   2734          82020           -140    8.87747e-08           -140    3.22721e-06
   2735          82050           -140    9.77054e-08           -140    3.44082e-06
   2736          82080           -140    6.00653e-08           -140    3.19453e-06
   2737          82110           -140    9.42642e-08           -140    3.06121e-06
